opDATE;spDATE;REFERENCIA;DEBE;HABER
2017-09-05;2017-07-27;21736;2455,905;0
2017-09-05;2017-07-27;21735;32773,04;0
2017-09-04;2017-09-04;1;0;47912,31
2017-09-04;2017-07-27;21734;78642,26;0
2017-09-04;2017-07-27;21733;50926,32;0
2017-09-04;2017-07-18;21683;62116,43;0
2017-09-04;2017-09-04;1;0;13939,2
2017-09-04;2017-08-14;140817;13939,2;0
2017-09-04;2017-07-18;21682;23908,76;0
2017-09-01;2017-09-01;1;0;17270,4
2017-09-01;2017-07-26;48898;17270,4;0
