REMITO;FECHA;CLIENTE;TOTAL DELOREAN;TOTAL UTIL
2500;2018-02-25;laoeste tx2;0;0
2501;2018-02-26;pablo juramento ;0;0
2502;2018-02-26;noi tx2;0;0
2503;2018-02-26;3638 tx2;0;0
2504;2018-02-26;belgrano tx2;0;0
2505;2018-02-26;quilmes tx2;0;0
2506;2018-02-26;suarez tx2;0;0
2507;2018-02-26;moreno tx2;0;0
2521;2018-02-27;NULL;103179,12;103179,12
2524;2018-02-27;el fortin tx2;0;0
2525;2018-02-27;palomar;0;0
2526;2018-02-27;laferrere tx2;0;0
2527;2018-02-27;catan tx2;0;0
2528;2018-02-28;rosas tx2;0;0
2529;2018-02-28;san justo tx2;986,6496000000004;986,6496
2536;2018-02-28;lujan tx2;0;0
2537;2018-03-01;lynmartin tx2;0;0
2538;2018-03-01;zoe arrecifes;0;0
2539;2018-03-01;constituyentes tx2;0;0
2541;2018-03-01;rivadavia 18029;0;0
2542;2018-03-01;san isidro tx2;0;0
2543;2018-03-01;NULL;93211,66080000003;93211,66080000001
2544;2018-03-01;NULL;59354,53199999999;59354,532
2545;2018-03-01;rolon tx2;0;0
2546;2018-03-01;maipu yerbal tx2;0;0
2547;2018-03-01;jhonny grand bourg tx2;0;0
2548;2018-03-01;NULL;1915,5312000000004;1915,5312000000004
2549;2018-03-01;NULL;79010,49419999999;79010,49420000002
2550;2018-03-01;NULL;111273,71920000002;111273,71920000002
2551;2018-03-01;NULL;17793,170400000003;17793,170400000003
2563;2018-03-04;arribeños tx2;0;0
2564;2018-03-04;chacarita tx2;0;0
2565;2018-03-05;cordoba tx2;0;0
2566;2018-03-05;galicia tx2;0;0
2567;2018-03-05;pueyrredon tx2;0;0
2585;2018-03-05;peron 3513 tx2;0;0
2586;2018-03-05;vergara tx2;0;0
2587;2018-03-05;jauretche tx2;0;0
2588;2018-03-05;caseros crovara tx2;0;0
2589;2018-03-05;beccar tx2;0;0
2590;2018-03-06;NULL;38641,6416;38641,6416
2591;2018-03-06;NULL;107708,90000000001;107708,90000000001
2592;2018-03-06;NULL;72900,03760000001;72900,03760000001
2594;2018-03-06;ciudadela tx2;0;0
2595;2018-03-06;soler tx2;0;0
2597;2018-03-06;merlo libertador;0;0
2598;2018-03-06;herrera celina tx2;0;0
2605;2018-03-07;ort tx2;0;0
2606;2018-03-07;hurlingham tx2;0;0
2609;2018-03-07;yrigoyen lanus;0;0
2610;2018-03-07;no existe mas - alem grande tx2;0;0
2611;2018-03-07;lomas tx2;0;0
2612;2018-03-07;solano tx2;0;0
2621;2018-03-07;merlo moreno;0;0
2622;2018-03-07;merlo tx2;0;0
2623;2018-03-08;pablo alberdi tx2;4941,36;4941,36
2633;2018-03-08;marcos paz tx2;0;0
2638;2018-03-08;riva 7579 tx2;0;0
2641;2018-03-10;san jose tx2;0;0
2642;2018-03-10;bazar umi;0;0
2643;2018-03-10;mercedes tx2;0;0
2645;2018-03-10;san luisa tx2;2814,2586000000006;2814,2586000000006
2663;2018-03-11;martin triunvirato;0;0
2664;2018-03-11;kimi tx2;0;0
2665;2018-03-11;carlos calvo tx2;0;0
2666;2018-03-11;liniers tx2;0;0
2667;2018-03-11;mosconi tx2;0;0
2668;2018-03-11;vicente grande tx2;0;0
2687;2018-03-12;belgrano tx2;0;0
2689;2018-03-12;alsina tx2;0;0
2690;2018-03-12;pto lacroze;0;0
2691;2018-03-12;varela calzada tx2;0;0
2692;2018-03-13;ruta 23 tx2;550,6056000000001;550,6056
2701;2018-03-13;luisa tx2;0;0
2702;2018-03-13;moreno tx2;0;0
2704;2018-03-13;mitre san martin tx2;0;0
2706;2018-03-13;carrillo tx2;0;0
2708;2018-03-13;estrada tx2;0;0
2709;2018-03-13;san martin tx2;0;0
2710;2018-03-13;lynmartin tx2;0;0
2712;2018-03-14;los incas tx2;0;0
2713;2018-03-14;santa fe tx2;0;0
2714;2018-03-14;santos tx2;0;0
2721;2018-03-14;NULL;7276,540800000002;7276,5408
2722;2018-03-14;NULL;-7145,600000000001;-7145,600000000001
2723;2018-03-14;NULL;64210,176000000036;64210,176000000036
2724;2018-03-14;NULL;81177,82080000002;81177,8208
2725;2018-03-14;NULL;63865,2384;63865,2384
2726;2018-03-14;NULL;28952,8344;28952,8344
2727;2018-03-14;NULL;75315,24;75315,24
2729;2018-03-14;san moron tx2;0;0
2730;2018-03-14;moreno nemesio;0;0
2731;2018-03-14;moron belgrano tx2;0;0
2732;2018-03-14;vergara tx2;0;0
2734;2018-03-14;gaona tx2;0;0
2735;2018-03-15;san isidro tx2;0;0
2736;2018-03-15;avellaneda 1961;0;0
2737;2018-03-15;cesar;0;0
2738;2018-03-15;choy tx2;0;0
2739;2018-03-16;acoyte tx2;0;0
2740;2018-03-16;medrano tx2;0;0
2741;2018-03-16;josecpaz tx2;0;0
2742;2018-03-16;yrigoyen paz;0;0
2743;2018-03-16;casares tx2;0;0
2744;2018-03-16;corrientes 2 tx2;0;0
2745;2018-03-16;multiprecio tx2;0;0
2755;2018-03-18;avellaneda 3431;0;0
2756;2018-03-18;san wilde tx2;0;0
2757;2018-03-18;mitre avellaneda tx2;0;0
2758;2018-03-18;avellaneda tx2;0;0
2759;2018-03-18;25 avellaneda tx2;0;0
2771;2018-03-19;gustavo lomas tx2;0;0
2772;2018-03-19;3638 tx2;0;0
2773;2018-03-19;centenario uruguayo;0;0
2774;2018-03-19;urquiza tx2;0;0
2775;2018-03-19;san martin tx2;0;0
2777;2018-03-19;mosconi tx2;0;0
2778;2018-03-20;mosconi belgrano tx2;0;0
2779;2018-03-20;cuenca tz2;0;0
2780;2018-03-20;rivadavia tx2;0;0
2781;2018-03-20;chacarita tx2;0;0
2782;2018-03-20;3 de febrero tx2;0;0
2783;2018-03-20;lujan tx2;0;0
2786;2018-03-20;laferrere tx2;0;0
2787;2018-03-20;soler tx2;0;0
2788;2018-03-20;monroe tx2;0;0
2798;2018-03-20;rivadavia tx2;1041,0072;1041,0072
2799;2018-03-20;rosas tx2;4941,36;4941,36
2807;2018-03-21;lopez tx2;0;0
2808;2018-03-21;avenida de mayo tx2;0;0
2809;2018-03-21;xeng tx2;0;0
2810;2018-03-21;suarez tx2;0;0
2811;2018-03-21;balbin tx2;0;0
2812;2018-03-21;moreno tx2;0;0
2813;2018-03-21;3638 tx2;0;0
2814;2018-03-21;multiprecio tx2;0;0
2815;2018-03-22;acoyte tx2;0;0
2816;2018-03-22;arieta 3127 tx2;0;0
2817;2018-03-22;maipu 24 tx2;0;0
2818;2018-03-22;liniers tx2;0;0
2819;2018-03-22;vareva tx2;0;0
2821;2018-03-22;cobo tx2;0;0
2823;2018-03-22;cesar;0;0
2825;2018-03-23;castillo tx2;2545,7360000000003;2545,7360000000003
2837;2018-03-23;NULL;142077,54240000006;142077,5424
2838;2018-03-23;NULL;74338,22880000001;74338,2288
2839;2018-03-23;NULL;23206,240800000007;23206,240800000007
2840;2018-03-23;NULL;35429,1376;35429,137599999995
2841;2018-03-23;NULL;99925,79880000002;99925,79880000002
2842;2018-03-23;NULL;79858,48320000005;79858,48320000002
2844;2018-03-24;marcos paz tx2;0;0
2845;2018-03-24;forest 581 tx2;0;0
2846;2018-03-24;veronica tx2;0;0
2848;2018-03-25;beiro 4285 tx2;0;0
2849;2018-03-25;beccar tx2;0;0
2850;2018-03-25;beccar tx2;0;0
2867;2018-03-26;lafenacional;0;0
2868;2018-03-26;lalee tx2;0;0
2869;2018-03-27;quilmes yrigoyen tx2;0;0
2881;2018-03-28;carlos calvo tx2;289,2576;289,2576
2889;2018-03-28;peron 3513 tx2;0;0
2890;2018-03-28;ciudadela tx2;0;0
2891;2018-03-28;moron tx2;0;0
2892;2018-03-28;lynmartin tx2;0;0
2893;2018-03-29;NULL;30404,320000000003;30404,32
2894;2018-03-29;acoyte tx2;0;0
2911;2018-04-01;laoeste tx2;0;0
2912;2018-04-01;julieta lanus tx2;0;0
2913;2018-04-01;glew tx2;0;0
2914;2018-04-01;calzada tx2;0;0
2915;2018-04-01;castillo tx2;0;0
2916;2018-04-01;lucas castillo tx2;0;0
2917;2018-04-01;rivadavia 18029;0;0
2918;2018-04-01;estrada tx2;0;0
2919;2018-04-01;carrillo tx2;0;0
2920;2018-04-01;mitre san martin tx2;0;0
2922;2018-04-03;solano tx2;960,9324000000001;960,9324
2934;2018-04-03;beccar tx2;1125,0144000000003;1125,0144000000003
2938;2018-04-03;larrea arrecifes;0;0
2939;2018-04-03;alberdi tx2;0;0
2940;2018-04-03;franco 5827;0;0
2941;2018-04-03;yerbal cabildo tx2;0;0
2942;2018-04-04;lanus tx2;0;0
2943;2018-04-04;pilar miguel tx2;0;0
2944;2018-04-04;mosconi tx2;0;0
2945;2018-04-04;rawson tx2;0;0
2946;2018-04-05;olivos tx2;0;0
2947;2018-04-05;beiro 4285 tx2;0;0
2948;2018-04-05;castillo tx2;0;0
2949;2018-04-05;beccar tx2;0;0
2950;2018-04-05;ciudadela tx2;0;0
2951;2018-04-05;moron tx2;0;0
2952;2018-04-05;lucas castillo tx2;0;0
2953;2018-04-05;eva san juan tx2;0;0
2956;2018-04-05;rivadavia tx2;354,5366000000001;354,5366000000001
2967;2018-04-06;choy tx2;431,5200000000001;431,52000000000004
2983;2018-04-08;martin triunvirato;0;0
2984;2018-04-08;belgrano tx2;0;0
2985;2018-04-08;mitre avellaneda tx2;0;0
2986;2018-04-08;alsina tx2;0;0
2987;2018-04-08;mercedes tx2;0;0
2989;2018-04-08;25 avellaneda tx2;0;0
2990;2018-04-08;luis lavalle tx2;0;0
2991;2018-04-09;bingocrovara tx2;0;0
2992;2018-04-09;crovara 1423 tx2;0;0
2993;2018-04-09;martelo tx2;0;0
2995;2018-04-09;gaona tx2;834,7824;834,7824
3008;2018-04-09;achupallas tx2;0;0
3009;2018-04-10;NULL;74434,58139999998;74434,58139999998
3030;2018-04-10;gaona tx2;0;0
3031;2018-04-10;corrientes 2 tx2;0;0
3033;2018-04-10;diego santa fe;0;0
3034;2018-04-10;escalada tx2;0;0
3035;2018-04-10;perfumeria triunvirato;0;0
3036;2018-04-10;cabildo 1757;0;0
3037;2018-04-10;la terminal;0;0
3038;2018-04-11;cesar;0;0
3039;2018-04-11;libreria stockler;0;0
3041;2018-04-11;NULL;3877,5494;3877,549400000001
3043;2018-04-11;arieta 3127 tx2;356,63040000000007;356,63040000000007
3057;2018-04-12;NULL;36627,37120000001;36627,371199999994
3058;2018-04-12;NULL;94185,57360000002;94185,57360000002
3059;2018-04-12;NULL;68352,76800000004;68352,76800000004
3060;2018-04-12;NULL;11793,024000000001;11793,024000000003
3061;2018-04-12;NULL;41647,87440000001;41647,87440000001
3062;2018-04-12;NULL;162797,18400000007;162797,184
3063;2018-04-12;NULL;51799,104;51799,103999999985
3064;2018-04-12;rivadavia tx2;0;0
3065;2018-04-12;moreno tx2;0;0
3066;2018-04-12;ballester tx2;0;0
3067;2018-04-12;santos tx2;0;0
3068;2018-04-12;caseros crovara tx2;0;0
3069;2018-04-12;caseros tx2;0;0
3070;2018-04-12;cuenca tz2;0;0
3077;2018-04-15;vergara tx2;0;0
3078;2018-04-15;cordoba 2566;0;0
3079;2018-04-15;pueyrredon tx2;0;0
3080;2018-04-15;lomas rosas;0;0
3081;2018-04-15;ramos tx2;0;0
3082;2018-04-15;lujan tx2;0;0
3083;2018-04-15;avellaneda tx2;0;0
3084;2018-04-15;NULL;6144,844800000001;6144,844800000001
3085;2018-04-15;liniers tx2;0;0
3086;2018-04-15;lynmartin tx2;0;0
3087;2018-04-15;3 de febrero tx2;0;0
3088;2018-04-15;kimi tx2;0;0
3089;2018-04-15;laferrere tx2;0;0
3090;2018-04-15;catan tx2;0;0
3102;2018-04-16;rawson tx2;0;0
3103;2018-04-16;mitre san martin tx2;0;0
3104;2018-04-16;pacheco tx2;0;0
3105;2018-04-16;jauretche tx2;0;0
3106;2018-04-16;escobar tx2;0;0
3107;2018-04-16;marcos paz tx2;0;0
3108;2018-04-16;soler tx2;0;0
3109;2018-04-16;casares tx2;0;0
3110;2018-04-16;rodriguez tx2;0;0
3122;2018-04-17;castillo tx2;-1699,2840000000006;-1699,284
3123;2018-04-17;merlo tx2;-36453,0522;-36453,05219999999
3124;2018-04-17;podesta tx2;0;0
3125;2018-04-17;LAS ROCAS;0;0
3126;2018-04-17;LAS ROCAS;0;0
3127;2018-04-17;cesar;0;0
3135;2018-04-18;carrillo tx2;0;0
3136;2018-04-18;gaona tx2;0;0
3137;2018-04-18;tapiales tx2;0;0
3138;2018-04-18;NULL;31090,459199999998;31090,459200000005
3139;2018-04-18;NULL;24901,905600000006;24901,905600000006
3140;2018-04-18;NULL;36814,64160000001;36814,6416
3141;2018-04-18;NULL;160146,34620000003;160146,34620000003
3142;2018-04-18;NULL;100324,22400000006;100324,22400000005
3143;2018-04-18;NULL;38592,504;38592,50400000001
3144;2018-04-18;NULL;-10208,000000000002;-10208,000000000002
3150;2018-04-19;independencia tx2;0;0
3151;2018-04-19;suarez tx2;0;0
3152;2018-04-19;gerardo tx2;0;0
3153;2018-04-19;lafeluro tx2;0;0
3154;2018-04-19;lafenacional;0;0
3155;2018-04-19;mosconi tx2;0;0
3156;2018-04-19;CASA CAMI;0;0
3162;2018-04-19;marquez tx2;0;0
3164;2018-04-19;estrada tx2;0;0
3165;2018-04-20;gaona tx2;2950,2570000000005;2950,2570000000005
3166;2018-04-20;corrientes 2 tx2;3054,8832;3054,8832
3175;2018-04-22;navarro las heras;0;0
3176;2018-04-22;navarro tx2;0;0
3177;2018-04-23;mitre avellaneda tx2;0;0
3179;2018-04-23;alsina tx2;0;0
3180;2018-04-23;achupallas tx2;-377,9280000000001;-377,92800000000005
3181;2018-04-23;bingocrovara tx2;-2951,846200000001;-2951,8462
3183;2018-04-23;martelo tx2;0;0
3190;2018-04-23;galicia tx2;0;0
3191;2018-04-23;choy tx2;0;0
3192;2018-04-23;lynmartin tx2;0;0
3193;2018-04-23;san martin tx2;0;0
3194;2018-04-23;lavalle gaona;0;0
3195;2018-04-23;NULL;41106,12;41106,119999999995
3196;2018-04-23;ruta 23 tx2;-12507,816000000003;-12507,816000000003
3197;2018-04-23;nestor tx2;-8645,653999999997;-8645,653999999997
3198;2018-04-24;balbin tx2;0;0
3199;2018-04-24;pilar miguel tx2;0;0
3200;2018-04-24;silvio serrano;0;0
3202;2018-04-24;calvo santa fe;0;0
3203;2018-04-24;libreria origami;0;0
3204;2018-04-24;quilmes yrigoyen tx2;0;0
3205;2018-04-24;pueyrredon tx2;0;0
3206;2018-04-24;rivadavia tx2;0;0
3207;2018-04-24;liniers tx2;-1104,8652000000002;-1104,8652000000002
3208;2018-04-24;cordoba 2566;0;0
3218;2018-04-25;katinazca tx2;0;0
3219;2018-04-25;alsina tx2;0;0
3220;2018-04-25;belgrano tx2;0;0
3221;2018-04-25;mitre avellaneda tx2;0;0
3227;2018-04-26;NULL;5308,792200000001;5308,792200000001
3228;2018-04-26;NULL;15081,0266;15081,026600000001
3230;2018-04-26;san isidro tx2;0;0
3231;2018-04-26;lanus tx2;0;0
3232;2018-04-26;rivadavia tx2;1140,7498;1140,7498000000003
3236;2018-04-27;NULL;5616,540200000001;5616,540200000001
3237;2018-04-27;ramos tx2;1042,3180000000002;1042,3180000000002
3248;2018-04-29;mitre san martin tx2;0;0
3249;2018-04-29;jose maria moreno tx2;0;0
3250;2018-04-29;yerbal cabildo tx2;0;0
3251;2018-04-29;mitrecabildo tx2;0;0
3252;2018-04-29;martelo tx2;0;0
3253;2018-04-29;gaona tx2;0;0
3259;2018-05-01;ort tx2;0;0
3260;2018-05-01;claypole tx2;0;0
3261;2018-05-01;santos tx2;0;0
3264;2018-05-02;achupallas tx2;0;0
3265;2018-05-02;bingocrovara tx2;0;0
3266;2018-05-02;castillo tx2;0;0
3267;2018-05-02;liniers tx2;0;0
3268;2018-05-02;merlo tx2;0;0
3269;2018-05-02;nestor tx2;0;0
3270;2018-05-02;ruta 23 tx2;0;0
3280;2018-05-02;mosconi tx2;0;0
3281;2018-05-02;san wilde tx2;0;0
3283;2018-05-03;laoeste tx2;0;0
3284;2018-05-03;varela calzada tx2;0;0
3285;2018-05-03;independencia tx2;0;0
3286;2018-05-03;escobar tx2;0;0
3288;2018-05-03;pacheco tx2;0;0
3299;2018-05-03;venado tuerto tx2;0;0
3300;2018-05-04;NULL;5103,333000000001;5103,333000000001
3302;2018-05-04;NULL;2851,5120000000006;2851,5120000000006
3303;2018-05-04;laferrere tx2;251,95200000000006;251,95200000000006
3311;2018-05-05;moreno tx2;0;0
3312;2018-05-05;luisa tx2;0;0
3313;2018-05-05;san luisa tx2;0;0
3314;2018-05-05;beccar tx2;0;0
3315;2018-05-05;NULL;78710,94;78710,94
3316;2018-05-05;NULL;16525,799999999996;16525,8
3317;2018-05-05;NULL;22041,902399999995;22041,90239999999
3318;2018-05-05;NULL;143764,30420000004;143764,30420000004
3319;2018-05-05;NULL;106397,79840000003;106397,79840000003
3320;2018-05-05;NULL;58792,80200000001;58792,80200000002
3324;2018-05-07;podesta tx2;0;0
3329;2018-05-07;cuenca tz2;0;0
3330;2018-05-07;hurlingham tx2;0;0
3331;2018-05-08;NULL;3779,280000000001;3779,280000000001
3333;2018-05-08;gaona tx2;0;0
3334;2018-05-08;los incas tx2;0;0
3335;2018-05-08;choy tx2;0;0
3336;2018-05-08;ciudadela tx2;0;0
3338;2018-05-09;mercedes tx2;0;0
3339;2018-05-09;lomas tx2;0;0
3341;2018-05-09;avellaneda tx2;0;0
3342;2018-05-09;kimi tx2;0;0
3343;2018-05-09;franco 5827;0;0
3344;2018-05-10;san jose tx2;0;0
3345;2018-05-10;lalee tx2;0;0
3346;2018-05-10;castillo tx2;0;0
3347;2018-05-10;parana - jazmin house;0;0
3348;2018-05-10;martin merlo;0;0
3349;2018-05-11;rivadavia tx2;433,8864000000001;433,8864000000001
3356;2018-05-11;podesta tx2;544,272;544,2720000000002
3361;2018-05-12;albarellos tx2;0;0
3362;2018-05-12;torcuato tx2;0;0
3364;2018-05-12;cordoba tx2;0;0
3365;2018-05-13;noi tx2;0;0
3366;2018-05-13;bingocrovara tx2;0;0
3367;2018-05-13;liniers tx2;0;0
3368;2018-05-13;avellaneda 3431;0;0
3369;2018-05-13;yrigoyen paz;0;0
3370;2018-05-13;moron tx2;0;0
3371;2018-05-13;gaona tx2;0;0
3373;2018-05-14;soler tx2;0;0
3374;2018-05-14;la terminal;0;0
3375;2018-05-14;claypole tx2;0;0
3385;2018-05-15;san arieta;0;0
3386;2018-05-16;josecpaz tx2;0;0
3387;2018-05-16;cesar;0;0
3388;2018-05-16;san wilde tx2;0;0
3389;2018-05-17;NULL;90856,39680000003;90856,39680000003
3390;2018-05-17;NULL;63345,326400000005;63345,32640000001
3391;2018-05-17;NULL;42044,8032;42044,8032
3392;2018-05-17;NULL;78910,47899999999;78910,47899999999
3393;2018-05-17;NULL;73797,59920000001;73797,59920000001
3399;2018-05-17;bingocrovara tx2;482,0960000000001;482,09600000000006
3414;2018-05-17;mosconi tx2;0;0
3415;2018-05-17;bingocrovara tx2;0;0
3416;2018-05-17;martin triunvirato;0;0
3417;2018-05-17;rivadavia tx2;0;0
3418;2018-05-17;juan cesar;0;0
3419;2018-05-19;claypole tx2;254,57360000000003;254,57360000000003
3431;2018-05-20;gaona tx2;0;0
3432;2018-05-20;lomas rosas;0;0
3433;2018-05-20;beiro 4285 tx2;0;0
3435;2018-05-20;chacarita tx2;0;0
3436;2018-05-20;avenida de mayo tx2;0;0
3437;2018-05-20;maipu yerbal tx2;0;0
3451;2018-05-21;lujan tx2;0;0
3452;2018-05-21;peron 3513 tx2;0;0
3453;2018-05-21;3 de febrero tx2;0;0
3454;2018-05-21;LAS ROCAS;0;0
3460;2018-05-21;marcos paz tx2;0;0
3461;2018-05-21;palomar;0;0
3465;2018-05-21;galicia tx2;471,05280000000016;471,0528000000001
3474;2018-05-21;alberdi tx2;0;0
3476;2018-05-21;laferrere tx2;0;0
3486;2018-05-21;big store;0;0
3488;2018-05-21;lopez tx2;0;0
3489;2018-05-21;xeng tx2;0;0
3491;2018-05-21;maipu 24 tx2;0;0
3492;2018-05-21;estrada santa fe tx2;0;0
3493;2018-05-22;belgrano tx2;0;0
3494;2018-05-22;banfield tx2;0;0
3495;2018-05-22;lynmartin tx2;0;0
3496;2018-05-22;gaona tx2;0;0
3497;2018-05-22;rodriguez tx2;0;0
3498;2018-05-22;moreno tx2;0;0
3504;2018-05-23;NULL;61245,36;61245,36
3505;2018-05-23;quilmes yrigoyen tx2;0;0
3506;2018-05-23;mitre avellaneda tx2;0;0
3507;2018-05-23;alsina tx2;0;0
3515;2018-05-25;yrigoyen paz;0;0
3516;2018-05-25;san fernando tx2;0;0
3517;2018-05-25;san isidro tx2;0;0
3518;2018-05-25;diego santa fe;0;0
3519;2018-05-25;avellaneda 1961;0;0
3520;2018-05-25;juan mansilla tx2;0;0
3521;2018-05-25;moreno nemesio;0;0
3522;2018-05-25;lafeluro tx2;0;0
3523;2018-05-25;lafenacional;0;0
3524;2018-05-25;beccar tx2;0;0
3526;2018-05-26;urquiza tx2;0;0
3527;2018-05-26;nico lomas tx2;0;0
3549;2018-05-28;florida-martin tx2;0;0
3550;2018-05-28;independencia tx2;0;0
3551;2018-05-28;suarez tx2;0;0
3552;2018-05-28;boedolomas tx2;0;0
3553;2018-05-28;rodriguez tx2;0;0
3554;2018-05-28;cesar;0;0
3556;2018-05-28;lomas yrigoyen;0;0
3557;2018-05-28;NULL;25268,3496;25268,349600000005
3558;2018-05-28;NULL;1986,384;1986,384
3559;2018-05-28;CASA CAMI;0;0
3560;2018-05-29;cesar;0;0
3561;2018-05-30;gaona tx2;369,9936000000001;369,9936
3562;2018-05-30;noi tx2;294,1644;294,16440000000006
3573;2018-05-30;laoeste tx2;0;0
3574;2018-05-30;casares tx2;0;0
3575;2018-05-30;san moron tx2;0;0
3576;2018-05-30;soler tx2;0;0
3581;2018-05-30;yerbal cabildo tx2;0;0
3582;2018-05-30;los incas tx2;0;0
3583;2018-05-30;ciudadela tx2;0;0
3584;2018-05-30;pto lacroze;0;0
3585;2018-05-30;cuenca tz2;0;0
3586;2018-05-30;pilar miguel tx2;0;0
3587;2018-05-30;forest 581 tx2;0;0
3588;2018-05-30;beiro 4285 tx2;0;0
3589;2018-05-31;linazca tx2;0;0
3590;2018-05-31;LAS ROCAS;0;0
3611;2018-05-31;maipu 24 tx2;0;0
3612;2018-05-31;banfield tx2;0;0
3614;2018-05-31;boedolomas tx2;0;0
3615;2018-05-31;moron tx2;0;0
3616;2018-05-31;donato tx2;0;0
3626;2018-06-02;lynmartin tx2;0;0
3627;2018-06-02;independencia tx2;0;0
3628;2018-06-02;luis lavalle tx2;0;0
3629;2018-06-02;illia tx2;0;0
3630;2018-06-02;arieta 3127 tx2;0;0
3631;2018-06-02;san justo tx2;0;0
3632;2018-06-02;yrigoyen lanus;0;0
3633;2018-06-02;rodriguez tx2;0;0
3634;2018-06-02;tapiales tx2;0;0
3635;2018-06-03;san pedro tx2;0;0
3643;2018-06-04;silvio serrano;0;0
3644;2018-06-04;santos tx2;0;0
3645;2018-06-04;murguiondo tx2;0;0
3646;2018-06-05;gaona tx2;0;0
3647;2018-06-05;gaona tx2;0;0
3648;2018-06-05;diaz velez 4480;0;0
3649;2018-06-05;alsina tx2;0;0
3650;2018-06-05;merlo libertador;0;0
3651;2018-06-05;lanus tx2;0;0
3652;2018-06-05;julieta lanus tx2;0;0
3653;2018-06-05;lalee tx2;0;0
3671;2018-06-06;nico lomas tx2;0;0
3672;2018-06-06;caseros tx2;0;0
3673;2018-06-07;san martin tx2;0;0
3674;2018-06-07;mitre san martin tx2;0;0
3675;2018-06-07;rivadavia 18029;0;0
3676;2018-06-07;pasteur tx2;0;0
3677;2018-06-07;nazca 2968 tx2;0;0
3678;2018-06-07;3 de febrero tx2;0;0
3679;2018-06-07;rolon tx2;0;0
3681;2018-06-07;san pedro tx2;986,6496000000002;986,6496000000001
3684;2018-06-08;NULL;56294,41719999999;56294,417199999996
3685;2018-06-08;NULL;144204,27480000007;144204,2748
3686;2018-06-08;NULL;12102,048000000004;12102,048000000003
3687;2018-06-08;NULL;41243,51000000001;41243,51000000001
3703;2018-06-10;medrano tx2;0;0
3704;2018-06-10;rivadavia 2379 tx2;0;0
3705;2018-06-10;pueyrredon tx2;0;0
3706;2018-06-10;lomas rosas;0;0
3707;2018-06-10;franco 5827;0;0
3708;2018-06-10;calvo santa fe;0;0
3709;2018-06-10;boedo cordoba tx2;0;0
3710;2018-06-10;enrique santamarina tx2;0;0
3712;2018-06-10;suarez tx2;0;0
3724;2018-06-11;asamblea tx2;0;0
3726;2018-06-11;cabildo 1757;0;0
3727;2018-06-11;glew tx2;0;0
3746;2018-06-12;belgrano tx2;0;0
3747;2018-06-12;mitre avellaneda tx2;0;0
3748;2018-06-12;alsina tx2;0;0
3749;2018-06-12;peron 3513 tx2;0;0
3751;2018-06-12;parque chas tx2;0;0
3753;2018-06-12;NULL;94497,46860000001;94497,46860000001
3754;2018-06-12;NULL;104646,26800000001;104646,26800000001
3755;2018-06-12;NULL;97354,25280000003;97354,25280000002
3761;2018-06-12;NULL;95376,08160000003;95376,08160000002
3762;2018-06-12;NULL;3831,0624000000007;3831,0624000000007
3763;2018-06-12;NULL;58458,84960000002;58458,84960000001
3764;2018-06-12;NULL;23679,590400000005;23679,590399999994
3765;2018-06-13;lavalle gaona;0;0
3766;2018-06-13;cobo tx2;0;0
3767;2018-06-13;arribeños tx2;0;0
3768;2018-06-13;entre rios tx2;0;0
3770;2018-06-14;san wilde tx2;0;0
3771;2018-06-14;galicia tx2;0;0
3772;2018-06-14;beccar tx2;0;0
3773;2018-06-14;yrigoyen paz;0;0
3776;2018-06-14;san fernando tx2;1156,0850000000003;1156,0850000000003
3784;2018-06-15;santos tx2;0;0
3785;2018-06-14;NULL;83315,76;83315,76
3786;2018-06-15;jhonny grand bourg tx2;0;0
3787;2018-06-15;libreria stockler;0;0
3788;2018-06-15;big store;0;0
3790;2018-06-15;jauretche tx2;0;0
3791;2018-06-15;vergara tx2;0;0
3792;2018-06-15;caseros crovara tx2;0;0
3793;2018-06-15;la terminal;0;0
3794;2018-06-17;suarez tx2;0;0
3803;2018-06-17;kimi tx2;0;0
3804;2018-06-18;moron tx2;2126,976;2126,976
3815;2018-06-18;lanus tx2;0;0
3816;2018-06-18;moron tx2;0;0
3817;2018-06-18;san moron tx2;0;0
3830;2018-06-18;moreno tx2;0;0
3841;2018-06-19;nico lomas tx2;551,76;551,76
3842;2018-06-19;pasteur tx2;0;0
3843;2018-06-19;nico lomas tx2;0;0
3844;2018-06-19;bingocrovara tx2;0;0
3845;2018-06-20;velez sarsfield tx2;0;0
3850;2018-06-20;rivadavia 18029;0;0
3851;2018-06-20;martin triunvirato;0;0
3852;2018-06-20;nestor tx2;0;0
3853;2018-06-20;rodriguez tx2;0;0
3854;2018-06-20;urquiza tx2;0;0
3856;2018-06-20;san justo tx2;86,30400000000002;86,30400000000002
3873;2018-06-21;NULL;113211,40640000002;113211,40640000002
3874;2018-06-21;NULL;43181,556800000006;43181,556800000006
3875;2018-06-21;martelo tx2;0;0
3876;2018-06-21;crovara 1423 tx2;0;0
3877;2018-06-21;martin 2521 tx2;0;0
3878;2018-06-21;independencia tx2;0;0
3879;2018-06-21;avenida de mayo tx2;0;0
3880;2018-06-21;NULL;219464,8544;219464,85440000004
3881;2018-06-21;maipu yerbal tx2;0;0
3882;2018-06-21;lanuperon tx2;0;0
3883;2018-06-21;corrientes 2 tx2;0;0
3884;2018-06-21;cesar;0;0
3885;2018-06-21;torcuato tx2;0;0
3886;2018-06-21;catan tx2;0;0
3897;2018-06-23;yerbal cabildo tx2;0;0
