REMITO;FECHA;CLIENTE;TOTAL DELOREAN;TOTAL UTIL
3898;2018-06-23;mercedes tx2;0;0
3899;2018-06-23;luisa tx2;0;0
3900;2018-06-23;laferrere tx2;0;0
3901;2018-06-25;NULL;4302,1152;4302,1152
3911;2018-06-25;NULL;30539,824600000004;30539,824600000004
3912;2018-06-26;rivadavia 18029;297,27900000000005;297,27900000000005
3918;2018-06-26;lafenacional;0;0
3919;2018-06-26;celina tx2;0;0
3920;2018-06-26;herrera celina tx2;0;0
3921;2018-06-27;marcos paz tx2;0;0
3922;2018-06-27;claypole tx2;0;0
3923;2018-06-27;olavarria tx2;0;0
3924;2018-06-27;3 de febrero tx2;0;0
3936;2018-06-28;NULL;13484,190000000006;16732,79
3941;2018-06-28;avellaneda 3431;0;0
3942;2018-06-28;libreria windsor ;0;0
3943;2018-06-28;beccar tx2;0;0
3944;2018-06-28;lomas tx2;0;0
3945;2018-06-28;cesar;0;0
3946;2018-06-28;maipu 62 tx2;0;0
3948;2018-06-28;maipu 24 tx2;0;0
3949;2018-06-28;lopez tx2;0;0
3958;2018-06-28;navarro las heras;0;0
3959;2018-06-28;asamblea tx2;0;0
3973;2018-06-30;lanuperon tx2;0;0
3974;2018-06-30;san wilde tx2;0;0
3975;2018-06-30;belgrano tx2;0;0
3976;2018-06-30;mitre avellaneda tx2;0;0
3977;2018-06-30;alsina tx2;0;0
3978;2018-06-30;cesar;0;0
3979;2018-06-30;soler tx2;0;0
3980;2018-07-01;jose maria moreno tx2;0;0
3981;2018-07-01;santa fe tx2;0;0
3982;2018-07-01;lavalle tx2;0;0
3983;2018-07-02;tapiales tx2;0;0
3984;2018-07-02;rivadavia tx2;0;0
3985;2018-07-03;vergara tx2;3821,9854000000005;3821,9854000000005
3991;2018-07-03;marquez tx2;0;0
3992;2018-07-03;yrigoyen paz;0;0
3993;2018-07-03;lynmartin tx2;0;0
3994;2018-07-03;laoeste tx2;0;0
3995;2018-07-03;castillo tx2;0;0
3996;2018-07-03;josecpaz tx2;0;0
3997;2018-07-03;lujan tx2;0;0
3998;2018-07-03;casares tx2;0;0
3999;2018-07-03;lomas tx2;0;0
4001;2018-07-03;san wilde tx2;0;0
4003;2018-07-03;belgrano tx2;0;0
4005;2018-07-03;claypole tx2;0;0
4006;2018-07-04;NULL;69966,30480000001;69966,30480000001
4007;2018-07-04;NULL;142371,53280000004;142371,53280000004
4008;2018-07-04;NULL;75584,7648;75584,7648
4011;2018-07-04;nico lomas tx2;1103,52;1103,52
4023;2018-07-05;peron 3513 tx2;1622,04;1622,04
4032;2018-07-05;peron 3513 tx2;0;0
4033;2018-07-05;cordoba tx2;0;0
4034;2018-07-05;lin tx2;0;0
4035;2018-07-05;xeng tx2;0;0
4038;2018-07-05;NULL;128610,23999999999;128610,24
4050;2018-07-07;españa tx2;0;0
4051;2018-07-07;solano tx2;0;0
4054;2018-07-07;kimi tx2;0;0
4055;2018-07-07;lalee tx2;0;0
4056;2018-07-07;avellaneda 3431;0;0
4057;2018-07-07;maipu 24 tx2;0;0
4058;2018-07-09;lucas castillo tx2;0;0
4077;2018-07-09;san moron tx2;0;0
4078;2018-07-10;nico lomas tx2;0;0
4081;2018-07-10;glew tx2;0;0
4082;2018-07-10;lacroze tx2;0;0
4083;2018-07-10;hurlingham tx2;0;0
4084;2018-07-10;palomar;0;0
4085;2018-07-10;peron 3513 tx2;0;0
4086;2018-07-10;rivadavia tx2;0;0
4087;2018-07-10;liniers tx2;0;0
4088;2018-07-10;merlo tx2;0;0
4089;2018-07-10;urquiza tx2;0;0
4090;2018-07-10;flores tx2;0;0
4093;2018-07-12;chacarita tx2;0;0
4094;2018-07-12;veronica tx2;0;0
4095;2018-07-12;alberdi tx2;0;0
4096;2018-07-12;franco 5827;0;0
4097;2018-07-12;asamblea tx2;0;0
4098;2018-07-12;cesar;0;0
4101;2018-07-13;la terminal;-25387,760000000002;-25387,760000000002
4122;2018-07-14;NULL;25387,760000000002;25387,760000000002
4123;2018-07-14;lanus tx2;0;0
4124;2018-07-14;pacheco tx2;0;0
4125;2018-07-14;diego santa fe;0;0
4126;2018-07-14;rodriguez tx2;0;0
4129;2018-07-14;podesta tx2;0;0
4130;2018-07-15;laferrere tx2;0;0
4131;2018-07-15;independencia tx2;0;0
4132;2018-07-15;tapiales tx2;0;0
4133;2018-07-15;carrillo tx2;0;0
4134;2018-07-15;san martin tx2;0;0
4135;2018-07-15;estrada tx2;0;0
4136;2018-07-15;suarez tx2;0;0
4137;2018-07-15;mitre san martin tx2;0;0
4138;2018-07-15;avellaneda 3431;0;0
4139;2018-07-16;NULL;143832,64560000005;143832,64560000002
4140;2018-07-16;NULL;55101,4964;55101,4964
4141;2018-07-16;NULL;27832,03;27832,030000000006
4142;2018-07-16;maipu 24 tx2;0;0
4143;2018-07-16;moreno tx2;0;0
4145;2018-07-17;CASA CAMI;0;0
4146;2018-07-17;xeng tx2;0;0
4147;2018-07-17;belgrano tx2;0;0
4148;2018-07-17;san wilde tx2;0;0
4149;2018-07-17;acoyte tx2;0;0
4162;2018-07-17;pueyrredon tx2;0;0
4163;2018-07-17;asamblea tx2;0;0
4164;2018-07-17;san jose tx2;0;0
4165;2018-07-17;santos tx2;0;0
4166;2018-07-18;NULL;-8879,846400000002;-8879,8464
4167;2018-07-18;NULL;-2504,3472;-2504,3472000000006
4184;2018-07-18;varela calzada tx2;0;0
4185;2018-07-18;mitre avellaneda tx2;0;0
4186;2018-07-18;alsina tx2;0;0
4187;2018-07-18;arribeños 2160;0;0
4188;2018-07-19;san arieta;0;0
4189;2018-07-19;ruta 23 tx2;0;0
4190;2018-07-19;soler tx2;0;0
4191;2018-07-19;lanuperon tx2;0;0
4192;2018-07-19;balbin miguel;0;0
4193;2018-07-19;independencia tx2;0;0
4194;2018-07-19;liniers tx2;0;0
4195;2018-07-19;rivadavia tx2;241,04800000000006;241,04800000000003
4197;2018-07-19;cordoba tx2;734,3728000000001;734,3728
4199;2018-07-19;corrientes 2 tx2;1970,0164000000004;1970,0164000000002
4215;2018-07-20;bingocrovara tx2;0;0
4216;2018-07-20;3 de febrero tx2;0;0
4219;2018-07-23;NULL;12953,52;12953,519999999999
4229;2018-07-23;kimi tx2;0;0
4230;2018-07-23;jose maria moreno tx2;0;0
4231;2018-07-23;carlos calvo tx2;0;0
4232;2018-07-23;mosconi belgrano tx2;0;0
4233;2018-07-23;pilar miguel tx2;0;0
4234;2018-07-23;san isidro tx2;0;0
4235;2018-07-23;balbin tx2;0;0
4236;2018-07-23;lynmartin tx2;0;0
4238;2018-07-23;quilmes tx2;0;0
4239;2018-07-23;rivadavia tx2;0;0
4249;2018-07-24;yrigoyen paz;0;0
4250;2018-07-24;palomar;0;0
4251;2018-07-24;peron 3513 tx2;0;0
4252;2018-07-24;chacarita tx2;0;0
4253;2018-07-24;beiro 4285 tx2;0;0
4254;2018-07-24;bazar umi;0;0
4256;2018-07-24;soler tx2;0;0
4257;2018-07-24;avellaneda 1961;0;0
4258;2018-07-24;juan mansilla tx2;0;0
4259;2018-07-24;jauretche tx2;0;0
4272;2018-07-25;san moron tx2;0;0
4273;2018-07-26;NULL;60417,72;60417,72
4276;2018-07-26;gerardo tx2;0;0
4277;2018-07-26;marcos paz tx2;0;0
4278;2018-07-26;banfield tx2;0;0
4280;2018-07-26;lynmartin tx2;0;0
4281;2018-07-26;silvio serrano;0;0
4282;2018-07-26;corrientes 2 tx2;0;0
4283;2018-07-26;castillo tx2;0;0
4293;2018-07-26;beiro 4285 tx2;0;0
4294;2018-07-27;NULL;76637,95200000005;76637,95200000005
4295;2018-07-27;NULL;110650,63680000004;110650,63680000002
4296;2018-07-27;NULL;86444,4528;86444,4528
4297;2018-07-27;NULL;56339,042400000035;56339,04240000004
4298;2018-07-27;NULL;84213,3668;84213,3668
4302;2018-07-27;carrillo tx2;2504,486400000001;2504,4864000000002
4312;2018-07-29;choy tx2;0;0
4313;2018-07-29;carrillo tx2;0;0
4314;2018-07-29;mitre san martin tx2;0;0
4315;2018-07-29;perfumeria triunvirato;0;0
4316;2018-07-29;martin triunvirato;0;0
4317;2018-07-29;ciudadela tx2;0;0
4318;2018-07-30;cordoba tx2;0;0
4319;2018-07-30;juan cesar;0;0
4320;2018-07-30;asamblea tx2;0;0
4321;2018-07-30;arieta 3127 tx2;0;0
4322;2018-07-30;tapiales tx2;0;0
4323;2018-07-30;lafeluro tx2;0;0
4324;2018-07-31;pto lacroze;0;0
4325;2018-07-31;moron tx2;0;0
4326;2018-07-31;zoe arrecifes;0;0
4327;2018-07-31;mercedes tx2;0;0
4329;2018-07-31;lujan tx2;0;0
4330;2018-07-31;martin merlo;0;0
4331;2018-08-01;maipu 24 tx2;0;0
4340;2018-08-02;NULL;72971,26160000001;72971,26160000003
4341;2018-08-02;NULL;8016,249600000001;8016,249600000001
4342;2018-08-02;NULL;3323,2260000000006;3323,226000000001
4343;2018-08-02;pacheco tx2;0;0
4344;2018-08-02;monroe tx2;0;0
4346;2018-08-02;caseros tx2;0;0
4347;2018-08-02;vergara tx2;0;0
4348;2018-08-04;NULL;-415,7208;-415,72080000000005
4349;2018-08-04;NULL;-2959,9488000000006;-2959,9488
4377;2018-08-05;peron 3513 tx2;0;0
4378;2018-08-05;laferrere tx2;0;0
4379;2018-08-05;catan tx2;0;0
4381;2018-08-05;lafenacional;0;0
4383;2018-08-06;NULL;148992,77999999997;148992,77999999997
4384;2018-08-06;entre rios tx2;0;0
4386;2018-08-06;yerbal cabildo tx2;0;0
4387;2018-08-06;arribeños tx2;0;0
4388;2018-08-06;glew tx2;0;0
4389;2018-08-06;julieta lanus tx2;0;0
4391;2018-08-06;galicia tx2;0;0
4392;2018-08-06;albarellos tx2;0;0
4393;2018-08-06;santos tx2;0;0
4395;2018-08-06;arribeños 2160;0;0
4403;2018-08-06;vergara tx2;0;0
4404;2018-08-07;merlo libertador;0;0
4405;2018-08-07;san jose tx2;0;0
4406;2018-08-07;san wilde tx2;0;0
4407;2018-08-07;mitre avellaneda tx2;0;0
4408;2018-08-07;alsina tx2;0;0
4409;2018-08-07;varela calzada tx2;0;0
4410;2018-08-07;lalee tx2;0;0
4412;2018-08-07;beccar tx2;0;0
4413;2018-08-07;san fernando tx2;0;0
4415;2018-08-07;colon;0;0
4416;2018-08-07;xeng tx2;0;0
4417;2018-08-07;maipu 24 tx2;0;0
4418;2018-08-07;lopez tx2;0;0
4419;2018-08-07;libreria stockler;0;0
4420;2018-08-07;luis lavalle tx2;0;0
4441;2018-08-08;tapiales tx2;0;0
4443;2018-08-08;independencia tx2;643,7304000000001;643,7304
4452;2018-08-09;caseros crovara tx2;0;0
4454;2018-08-09;yrigoyen paz;0;0
4455;2018-08-09;rivadavia 18029;0;0
4469;2018-08-09;franco 5827;0;0
4470;2018-08-09;alberdi tx2;0;0
4471;2018-08-09;asamblea tx2;0;0
4472;2018-08-09;bingocrovara tx2;0;0
4473;2018-08-09;lynmartin tx2;0;0
4474;2018-08-09;beccar tx2;0;0
4475;2018-08-09;albarellos tx2;0;0
4476;2018-08-09;colon;0;0
4477;2018-08-09;xeng tx2;0;0
4479;2018-08-09;caseros tx2;0;0
4480;2018-08-09;pacheco tx2;0;0
4481;2018-08-09;arribeños tx2;0;0
4482;2018-08-09;arribeños 2160;0;0
4483;2018-08-09;yerbal cabildo tx2;0;0
4484;2018-08-09;monroe tx2;0;0
4485;2018-08-10;NULL;44224,118400000014;44224,118400000014
4486;2018-08-10;NULL;77251,65000000001;77251,65
4487;2018-08-10;NULL;137963,38200000004;137963,382
4488;2018-08-11;big store;0;0
4489;2018-08-11;jhonny grand bourg tx2;0;0
4490;2018-08-11;grand bourg tx2;0;0
4491;2018-08-11;3 de febrero tx2;0;0
4492;2018-08-11;gaona tx2;0;0
4493;2018-08-11;jose maria moreno tx2;0;0
4494;2018-08-11;torcuato tx2;0;0
4504;2018-08-12;entre rios tx2;0;0
4508;2018-08-13;pilar miguel tx2;0;0
4509;2018-08-13;liniers tx2;0;0
4510;2018-08-13;rodriguez tx2;0;0
4511;2018-08-13;moreno tx2;0;0
4512;2018-08-13;moreno nemesio;0;0
4513;2018-08-13;belgrano tx2;0;0
4515;2018-08-14;cordoba tx2;208,6956;208,6956
4530;2018-08-14;mitre san martin tx2;0;0
4531;2018-08-14;ciudadela tx2;0;0
4532;2018-08-14;san isidro tx2;0;0
4533;2018-08-14;claypole tx2;0;0
4534;2018-08-14;lucas castillo tx2;0;0
4535;2018-08-14;gustavo lomas tx2;0;0
4537;2018-08-15;campana merlo;0;0
4543;2018-08-16;mercedes tx2;0;0
4544;2018-08-16;cesar;0;0
4545;2018-08-16;urquiza tx2;0;0
4546;2018-08-16;martelo tx2;0;0
4548;2018-08-16;jose maria moreno tx2;0;0
4549;2018-08-16;catan tx2;0;0
4550;2018-08-16;LAS ROCAS;0;0
4559;2018-08-17;gustavo lomas tx2;0;0
4560;2018-08-20;kimi tx2;0;0
4561;2018-08-20;cuenca tz2;0;0
4562;2018-08-20;rivadavia tx2;0;0
4563;2018-08-20;linazca tx2;0;0
4565;2018-08-20;martin merlo;0;0
4567;2018-08-20;asamblea tx2;0;0
4568;2018-08-20;merlo moreno;0;0
4569;2018-08-20;lanus tx2;0;0
4570;2018-08-20;laoeste tx2;0;0
4572;2018-08-20;moron tx2;0;0
4583;2018-08-20;ciudadela tx2;1060,4256000000003;1060,4256
4588;2018-08-21;soler tx2;0;0
4589;2018-08-21;3 de febrero tx2;0;0
4590;2018-08-21;cordoba tx2;0;0
4592;2018-08-21;8000 tx2;0;0
4593;2018-08-21;laferrere tx2;0;0
4594;2018-08-21;liniers tx2;0;0
4616;2018-08-23;pacheco tx2;0;0
4617;2018-08-23;beccar tx2;0;0
4618;2018-08-23;laferrere tx2;0;0
4620;2018-08-23;avellaneda 3431;0;0
4621;2018-08-23;moreno nemesio;0;0
4622;2018-08-23;moreno tx2;0;0
4623;2018-08-23;rodriguez tx2;0;0
4624;2018-08-23;pilar miguel tx2;0;0
4625;2018-08-23;cesar;0;0
4626;2018-08-23;san jose tx2;0;0
4627;2018-08-23;nico lomas tx2;0;0
4628;2018-08-23;calzada tx2;0;0
4629;2018-08-23;podesta tx2;0;0
4630;2018-08-23;gaona tx2;0;0
4631;2018-08-23;josecpaz tx2;0;0
4635;2018-08-24;NULL;76637,95200000005;76637,95200000005
4636;2018-08-24;NULL;84291,72480000003;84291,72480000001
4637;2018-08-24;NULL;82878,56640000001;82878,56640000001
4638;2018-08-24;NULL;44626,82400000001;44626,82400000001
4639;2018-08-24;NULL;35061,64959999999;35061,64959999999
4640;2018-08-24;NULL;60108,3928;60108,3928
4641;2018-08-24;NULL;44066,08;44066,08
4643;2018-08-24;NULL;83039,88;83039,88
4654;2018-08-26;xeng tx2;0;0
4655;2018-08-26;florida-martin tx2;0;0
4656;2018-08-26;avenida de mayo tx2;0;0
4657;2018-08-26;maipu yerbal tx2;0;0
4659;2018-08-26;merlo tx2;0;0
4660;2018-08-27;yrigoyen paz;0;0
4661;2018-08-27;villegas 1872 tx2;0;0
4662;2018-08-27;villegas tx2;0;0
4663;2018-08-27;cabildo 1757;0;0
4665;2018-08-27;casares tx2;0;0
4666;2018-08-27;san wilde tx2;0;0
4667;2018-08-27;alsina tx2;0;0
4668;2018-08-27;mitre avellaneda tx2;0;0
4676;2018-08-27;lomas rosas;0;0
4677;2018-08-28;tapiales tx2;0;0
4678;2018-08-28;santa fe tx2;0;0
4679;2018-08-28;cesar;0;0
4680;2018-08-28;laferrere tx2;0;0
4681;2018-08-29;NULL;23810,368800000004;23810,368800000004
4701;2018-08-29;lynmartin tx2;0;0
4702;2018-08-29;gaona tx2;0;0
4703;2018-08-29;medrano tx2;0;0
4704;2018-08-29;luisa tx2;0;0
4706;2018-08-30;martin triunvirato;0;0
4707;2018-08-30;bocuzzi tx2;0;0
4709;2018-08-30;yrigoyen lanus;0;0
4710;2018-09-01;glew tx2;1313,526;1313,526
4712;2018-09-01;claypole tx2;699,132;699,1320000000001
4721;2018-09-02;olivos tx2;0;0
4722;2018-09-03;martelo tx2;5070,441200000001;5070,441200000001
4730;2018-09-03;santos tx2;0;0
4731;2018-09-03;belgrano tx2;0;0
4732;2018-09-03;marcos paz tx2;0;0
4733;2018-09-03;zac navarro;0;0
4734;2018-09-03;san martin tx2;0;0
4735;2018-09-03;navarro las heras;0;0
4736;2018-09-04;la terminal;0;0
4744;2018-09-05;NULL;16343,860000000002;16343,86
4751;2018-09-05;podesta tx2;0;0
4752;2018-09-05;chacarita tx2;0;0
4753;2018-09-05;medrano tx2;0;0
4754;2018-09-06;suarez tx2;0;0
4755;2018-09-06;san isidro tx2;0;0
4756;2018-09-06;lafenacional;0;0
4757;2018-09-06;lafeluro tx2;0;0
4758;2018-09-06;martin 2521 tx2;0;0
4759;2018-09-06;peron miguel;0;0
4760;2018-09-06;beccar tx2;0;0
4778;2018-09-07;jose maria moreno tx2;0;0
4779;2018-09-07;peron 3513 tx2;0;0
4780;2018-09-07;santos tx2;0;0
4782;2018-09-07;mitre san martin tx2;0;0
4783;2018-09-07;lomas yrigoyen;0;0
4784;2018-09-07;yrigoyen paz;0;0
4785;2018-09-07;fischetti tx2;0;0
4795;2018-09-08;NULL;40722,820799999994;40722,8208
4797;2018-09-08;NULL;77109,01640000002;77109,0164
4798;2018-09-08;NULL;82011,94200000001;82011,94200000001
4799;2018-09-09;galicia tx2;0;0
4801;2018-09-09;rodriguez tx2;0;0
4802;2018-09-09;cesar;0;0
4803;2018-09-09;mitre avellaneda tx2;0;0
4804;2018-09-09;peron miguel;0;0
4805;2018-09-09;podesta tx2;0;0
4806;2018-09-09;martin 2521 tx2;0;0
4809;2018-09-09;beccar tx2;0;0
4810;2018-09-09;san isidro tx2;0;0
4811;2018-09-09;navarro las heras;0;0
4812;2018-09-09;zac navarro;0;0
4815;2018-09-10;maipu 24 tx2;1267,92;1267,92
4819;2018-09-10;zac navarro;0;0
4820;2018-09-10;castillo tx2;0;0
4822;2018-09-10;san wilde tx2;0;0
4829;2018-09-11;cordoba 2566;0;0
4830;2018-09-11;riva 7579 tx2;0;0
4831;2018-09-11;asamblea tx2;0;0
4832;2018-09-11;congreso tx2;0;0
4833;2018-09-11;rivadavia 2379 tx2;0;0
4834;2018-09-11;soler tx2;0;0
4835;2018-09-11;ruta 23 tx2;0;0
4836;2018-09-11;illia tx2;0;0
4837;2018-09-11;bingocrovara tx2;0;0
4838;2018-09-12;maipu 24 tx2;0;0
4839;2018-09-12;lopez tx2;0;0
4840;2018-09-12;pueyrredon tx2;0;0
4841;2018-09-12;NULL;13400;13400
4844;2018-09-12;pacheco tx2;0;0
4845;2018-09-12;xeng tx2;0;0
4846;2018-09-12;moron belgrano tx2;0;0
4852;2018-09-13;mercedes tx2;0;0
4853;2018-09-13;forest 581 tx2;0;0
4854;2018-09-13;libreria los primos;0;0
4855;2018-09-13;independencia tx2;0;0
4856;2018-09-13;veronica tx2;0;0
4857;2018-09-13;lucas castillo tx2;0;0
4858;2018-09-13;lynmartin tx2;0;0
4859;2018-09-13;lynmartin tx2;0;0
4865;2018-09-16;merlo tx2;0;0
4866;2018-09-16;casares tx2;0;0
4868;2018-09-16;moron tx2;0;0
4869;2018-09-16;la terminal;0;0
4870;2018-09-16;LAS ROCAS;0;0
4871;2018-09-16;torcuato tx2;0;0
4878;2018-09-17;NULL;67590,59999999999;67590,59999999999
4880;2018-09-17;libreria thomas;0;0
4881;2018-09-17;lujan tx2;0;0
4882;2018-09-17;merlo libertador;0;0
4883;2018-09-17;moreno tx2;0;0
4884;2018-09-17;lacroze tx2;0;0
4885;2018-09-18;NULL;83861,15020000002;83861,1502
4886;2018-09-18;NULL;200518,15680000006;200518,15680000003
4887;2018-09-18;NULL;77776,34120000001;77776,34120000001
4892;2018-09-18;xeng tx2;0;0
4893;2018-09-18;pacheco tx2;0;0
4894;2018-09-18;moron belgrano tx2;0;0
4895;2018-09-18;lynmartin tx2;0;0
4896;2018-09-18;veronica tx2;0;0
4897;2018-09-18;forest 581 tx2;0;0
4898;2018-09-18;independencia tx2;0;0
4899;2018-09-18;libreria los primos;0;0
4900;2018-09-18;mercedes tx2;0;0
4901;2018-09-18;lucas castillo tx2;0;0
4903;2018-09-18;illia santamarina;0;0
4904;2018-09-18;san justo tx2;0;0
4905;2018-09-18;illia french;0;0
4906;2018-09-18;san arieta;0;0
4907;2018-09-19;rolon tx2;0;0
4908;2018-09-19;diego santa fe;0;0
4909;2018-09-19;lopez tx2;0;0
4910;2018-09-19;maipu 24 tx2;0;0
4911;2018-09-19;yrigoyen paz;0;0
4912;2018-09-19;avellaneda tx2;0;0
4913;2018-09-20;kimi tx2;0;0
4914;2018-09-20;mosconi tx2;0;0
4915;2018-09-20;marquez tx2;0;0
4923;2018-09-20;san moron tx2;0;0
4935;2018-09-21;NULL;17781,756;17781,756
4936;2018-09-21;NULL;77573,23680000001;77573,23680000004
4937;2018-09-21;NULL;82260,51840000004;82260,51840000003
4938;2018-09-21;NULL;110998,08000000006;110998,08000000002
4939;2018-09-21;NULL;56338,624800000005;56338,62480000001
4943;2018-09-22;gaona tx2;0;0
4944;2018-09-22;achupallas tx2;0;0
4945;2018-09-22;yerbal cabildo tx2;0;0
4946;2018-09-23;cesar;0;0
4947;2018-09-23;beccar tx2;0;0
4949;2018-09-23;libreria origami;0;0
4950;2018-09-23;san fernando tx2;0;0
4951;2018-09-23;colon;0;0
4952;2018-09-23;martin 2521 tx2;0;0
4953;2018-09-23;martin triunvirato;0;0
4954;2018-09-23;cordoba 2566;0;0
4955;2018-09-23;congreso tx2;0;0
4956;2018-09-23;asamblea tx2;0;0
4957;2018-09-24;NULL;-4335,801600000001;-4335,801600000001
4969;2018-09-25;tapiales tx2;0;0
4970;2018-09-25;asamblea tx2;0;0
4972;2018-09-25;alberdi tx2;0;0
4973;2018-09-25;palomar;0;0
4974;2018-09-25;franco 5827;0;0
4975;2018-09-25;LAS ROCAS;2035,1040000000003;2035,104
4976;2018-09-25;alsina tx2;0;0
4977;2018-09-25;rodriguez tx2;0;0
4978;2018-09-25;velez sarsfield tx2;0;0
4979;2018-09-25;mitre 2230 tx2;0;0
4980;2018-09-25;riva 7579 tx2;0;0
4981;2018-09-25;hurlingham tx2;0;0
4982;2018-09-25;vergara tx2;0;0
4983;2018-09-26;carlos tx2;0;0
4984;2018-09-26;pellegrini rodriguez;0;0
4985;2018-09-26;podesta tx2;0;0
4998;2018-09-27;jauretche tx2;0;0
4999;2018-09-27;palomar;0;0
5008;2018-09-27;NULL;63742,85999999999;63742,85999999999
5009;2018-09-27;NULL;10745,76;10745,76
5026;2018-09-30;galicia tx2;0;0
5027;2018-09-30;lalee tx2;0;0
5028;2018-09-30;liniers tx2;0;0
5029;2018-09-30;lynmartin tx2;0;0
5030;2018-09-30;arieta 3127 tx2;0;0
5031;2018-09-30;HAEDO TX2;0;0
5032;2018-09-30;catan tx2;0;0
5033;2018-09-30;noi tx2;0;0
5034;2018-09-30;rivadavia 18029;0;0
5035;2018-09-30;silvio serrano;0;0
5036;2018-09-30;3 de febrero tx2;0;0
5037;2018-09-30;claypole tx2;0;0
5038;2018-09-30;cordoba tx2;0;0
5053;2018-10-01;beccar tx2;0;0
5054;2018-10-01;santos tx2;0;0
5055;2018-10-01;josecpaz tx2;0;0
5057;2018-10-01;avenida de mayo tx2;0;0
5058;2018-10-01;belgrano tx2;0;0
5059;2018-10-01;yrigoyen paz;0;0
5061;2018-10-02;kimi tx2;1356,8346000000001;1356,8346000000001
5073;2018-10-02;peron 3513 tx2;0;0
5074;2018-10-02;kimi tx2;0;0
5075;2018-10-02;gaona tx2;0;0
5076;2018-10-02;laferrere tx2;0;0
5077;2018-10-02;nico lomas tx2;0;0
5078;2018-10-02;moron belgrano tx2;0;0
5079;2018-10-02;calzada tx2;0;0
5080;2018-10-02;arieta 3127 tx2;0;0
5081;2018-10-02;liniers tx2;0;0
5082;2018-10-02;galicia tx2;0;0
5083;2018-10-02;lalee tx2;0;0
5085;2018-10-03;moron belgrano tx2;550,6056000000001;550,6056
5096;2018-10-03;maipu yerbal tx2;0;0
5099;2018-10-04;castillo tx2;1422,4152000000001;1422,4152000000001
5109;2018-10-04;mosconi tx2;0;0
5110;2018-10-04;medrano tx2;0;0
5111;2018-10-04;asamblea tx2;0;0
5112;2018-10-04;eva san juan tx2;0;0
5113;2018-10-04;la terminal;0;0
5114;2018-10-04;san arieta;0;0
5115;2018-10-04;castillo tx2;0;0
5117;2018-10-04;choy tx2;0;0
5119;2018-10-04;laoeste tx2;0;0
5120;2018-10-04;marcos paz tx2;0;0
5121;2018-10-04;pilar miguel tx2;0;0
5124;2018-10-05;LAS ROCAS;3504,858800000001;3504,8588
5133;2018-10-05;cesar;0;0
5134;2018-10-05;avellaneda 3431;0;0
5135;2018-10-05;julieta lanus tx2;0;0
5136;2018-10-05;yrigoyen lanus;0;0
5137;2018-10-07;alsina tx2;0;0
5138;2018-10-07;LAS ROCAS;0;0
5142;2018-10-07;celina tx2;0;0
5144;2018-10-08;hurlingham tx2;627,5890000000002;627,5890000000002
5156;2018-10-08;quilmes tx2;0;0
5157;2018-10-08;fischetti tx2;0;0
5158;2018-10-08;martin triunvirato;0;0
5159;2018-10-08;balbin miguel;0;0
5160;2018-10-08;CASA CAMI;0;0
5162;2018-10-08;martin merlo;0;0
5163;2018-10-08;katinazca tx2;0;0
5164;2018-10-09;NULL;56985,90479999999;56985,9048
5165;2018-10-09;NULL;7662,124800000003;7662,124800000003
5166;2018-10-09;NULL;77773,6384;77773,63840000003
5167;2018-10-09;NULL;152281,25040000005;152281,25040000002
5168;2018-10-09;NULL;58037,433200000014;58037,43320000001
5169;2018-10-09;NULL;27675,193000000003;27675,193000000003
5181;2018-10-10;ciudadela tx2;0;0
5182;2018-10-10;yrigoyen paz;0;0
5183;2018-10-10;soler tx2;0;0
5184;2018-10-10;beiro 4285 tx2;0;0
5185;2018-10-10;san isidro tx2;0;0
5186;2018-10-10;rivadavia tx2;0;0
5196;2018-10-10;la terminal;0;0
5197;2018-10-11;urquiza tx2;0;0
5199;2018-10-11;santa fe tx2;0;0
5200;2018-10-11;gaona tx2;0;0
5201;2018-10-11;peron 3513 tx2;0;0
5202;2018-10-11;lynmartin tx2;0;0
5203;2018-10-11;merlo moreno;0;0
5204;2018-10-11;moreno nemesio;0;0
5205;2018-10-11;moreno tx2;0;0
5238;2018-10-12;CASA CAMI;0;0
5239;2018-10-12;cesar;0;0
5240;2018-10-12;NULL;14753,251200000004;14753,251199999999
5241;2018-10-12;NULL;83403,971;83403,971
5242;2018-10-12;NULL;103698,43200000003;103698,43200000003
5243;2018-10-12;NULL;155397,3120000001;155397,31200000006
5244;2018-10-12;NULL;67160,52000000002;67160,52
5245;2018-10-12;NULL;10535,421600000001;10535,421600000001
5246;2018-10-15;lanus tx2;0;0
5247;2018-10-15;bazar umi;0;0
5248;2018-10-15;san jose tx2;0;0
5250;2018-10-15;lomas tx2;0;0
5251;2018-10-15;banfield tx2;0;0
5252;2018-10-15;casares tx2;0;0
5253;2018-10-15;corrientes 2 tx2;0;0
5255;2018-10-15;domingo peron tx2;0;0
5256;2018-10-16;yrigoyen paz;0;0
5257;2018-10-16;juan mansilla tx2;0;0
5258;2018-10-16;avellaneda 1961;0;0
5259;2018-10-17;NULL;77775,9;77775,9
5260;2018-10-17;NULL;38071,44;38071,439999999995
5275;2018-10-17;moron belgrano tx2;10812,9;10812,9
5279;2018-10-17;chacarita tx2;0;0
5280;2018-10-18;alsina tx2;0;0
5281;2018-10-18;lomas yrigoyen;0;0
5283;2018-10-18;cesar;0;0
5284;2018-10-18;rodriguez tx2;0;0
5285;2018-10-18;cobo tx2;0;0
