ACTUAL;MONTO;CLIENTE;REMITO;FECHA
UTIL;0;españa tx2;5410;2018-11-05
UTIL;0;independencia tx2;5411;2018-11-05
UTIL;0;san pedro tx2;5412;2018-11-05
UTIL;0;pellegrini rodriguez;5413;2018-11-05
UTIL;0;calzada tx2;5414;2018-11-05
UTIL;0;glew tx2;5415;2018-11-05
UTIL;0;alsina tx2;5416;2018-11-05
UTIL;0;asamblea tx2;5417;2018-11-05
UTIL;0;medrano tx2;5418;2018-11-05
UTIL;-522,72;pilar miguel tx2;5423;2018-11-05
UTIL;108197,4688;NULL;5434;2018-11-06
UTIL;190519,2468;NULL;5435;2018-11-06
UTIL;99644,77720000004;NULL;5436;2018-11-06
UTIL;0;flores tx2;5437;2018-11-06
UTIL;0;rivadavia tx2;5438;2018-11-06
UTIL;0;cordoba tx2;5440;2018-11-06
UTIL;0;mitre avellaneda tx2;5441;2018-11-06
UTIL;0;illia french;5442;2018-11-06
UTIL;0;cesar;5443;2018-11-06
UTIL;0;pellegrini rodriguez;5444;2018-11-06
UTIL;0;cabildo 1757;5445;2018-11-06
UTIL;0;martin triunvirato;5447;2018-11-06
UTIL;190,8;yrigoyen paz;5448;2018-11-07
UTIL;172,60800000000003;san isidro tx2;5449;2018-11-07
UTIL;0;bingocrovara tx2;5458;2018-11-08
UTIL;0;podesta tx2;5459;2018-11-08
UTIL;0;julieta lanus tx2;5460;2018-11-08
UTIL;0;galicia tx2;5461;2018-11-08
UTIL;0;lalee tx2;5462;2018-11-08
UTIL;0;lavalle tx2;5463;2018-11-08
UTIL;0;peron miguel;5464;2018-11-08
UTIL;0;luis lavalle tx2;5466;2018-11-08
UTIL;0;marquez tx2;5467;2018-11-08
UTIL;1109,9808;castillo tx2;5475;2018-11-09
UTIL;48291,96000000001;NULL;5491;2018-11-09
UTIL;1479,9744;NULL;5492;2018-11-09
UTIL;63855,00720000001;NULL;5493;2018-11-09
UTIL;4710,528000000001;silvio serrano;5494;2018-11-09
UTIL;0;liniers tx2;5513;2018-11-10
UTIL;0;castillo tx2;5514;2018-11-10
UTIL;0;alsina tx2;5515;2018-11-10
UTIL;0;peron 3513 tx2;5516;2018-11-10
UTIL;0;gaona tx2;5517;2018-11-10
UTIL;0;zac 25 de mayo;5518;2018-11-11
UTIL;0;diego santa fe;5519;2018-11-11
UTIL;0;xeng tx2;5520;2018-11-11
UTIL;0;merlo tx2;5530;2018-11-12
UTIL;0;martin merlo;5531;2018-11-12
UTIL;0;martin 2521 tx2;5532;2018-11-12
UTIL;0;martelo tx2;5533;2018-11-12
UTIL;0;la matanza tx2;5534;2018-11-12
UTIL;0;eva tx2;5535;2018-11-12
UTIL;0;alberdi tx2;5536;2018-11-12
UTIL;668,6124;solano tx2;5538;2018-11-13
UTIL;42761,399999999994;NULL;5551;2018-11-13
UTIL;0;torcuato tx2;5553;2018-11-14
UTIL;0;yerbal cabildo tx2;5554;2018-11-14
UTIL;0;beiro 4285 tx2;5555;2018-11-14
UTIL;0;lynmartin tx2;5556;2018-11-14
UTIL;0;chacarita tx2;5557;2018-11-14
UTIL;0;lanuperon tx2;5558;2018-11-14
UTIL;417,3912;rolon tx2;5559;2018-11-14
UTIL;0;beccar tx2;5574;2018-11-14
UTIL;0;rolon tx2;5575;2018-11-14
UTIL;0;mitre san martin tx2;5576;2018-11-14
UTIL;0;san martin tx2;5577;2018-11-14
UTIL;0;libreria jorge;5578;2018-11-14
UTIL;0;san jose tx2;5581;2018-11-15
UTIL;0;cesar;5582;2018-11-15
UTIL;0;caseros tx2;5583;2018-11-15
UTIL;0;caseros crovara tx2;5584;2018-11-15
UTIL;0;santos tx2;5585;2018-11-15
UTIL;0;saladillo tx2;5586;2018-11-15
UTIL;463,2982;NULL;5593;2018-11-16
UTIL;0;NULL;5594;2018-11-16
UTIL;25502,031600000002;NULL;5595;2018-11-16
UTIL;143557,51680000007;NULL;5596;2018-11-17
UTIL;100638,25920000004;NULL;5597;2018-11-17
UTIL;85869,83520000005;NULL;5598;2018-11-17
UTIL;19155,31200000001;NULL;5599;2018-11-17
UTIL;59828,89080000001;NULL;5600;2018-11-17
UTIL;60067,58400000003;NULL;5601;2018-11-17
UTIL;51147,64800000002;NULL;5602;2018-11-17
UTIL;11958,630000000005;NULL;5603;2018-11-18
UTIL;-7119,119999999999;NULL;5604;2018-11-18
UTIL;12107,0824;NULL;5605;2018-11-18
UTIL;0;nazca 2968 tx2;5606;2018-11-19
UTIL;0;3 de febrero tx2;5607;2018-11-19
UTIL;0;claypole tx2;5609;2018-11-19
UTIL;0;laferrere tx2;5611;2018-11-19
UTIL;0;cesar;5612;2018-11-19
UTIL;0;caseros tx2;5613;2018-11-19
UTIL;0;caseros crovara tx2;5614;2018-11-19
UTIL;0;libreria jorge;5615;2018-11-19
UTIL;0;santos tx2;5616;2018-11-19
UTIL;0;san martin tx2;5617;2018-11-19
UTIL;0;rolon tx2;5618;2018-11-19
UTIL;0;torcuato tx2;5619;2018-11-19
UTIL;0;alsina tx2;5633;2018-11-19
UTIL;0;pilar miguel tx2;5634;2018-11-19
UTIL;0;soler tx2;5635;2018-11-19
UTIL;0;lujan tx2;5636;2018-11-19
UTIL;673,3104;calzada tx2;5637;2018-11-20
UTIL;0;illia santamarina;5648;2018-11-20
UTIL;0;belgrano tx2;5649;2018-11-20
UTIL;0;marcos paz tx2;5650;2018-11-20
UTIL;0;ramos tx2;5651;2018-11-20
UTIL;0;beiro 4285 tx2;5652;2018-11-20
UTIL;2245,6212;libreria thomas;5653;2018-11-21
UTIL;0;veronica tx2;5670;2018-11-21
UTIL;0;laoeste tx2;5671;2018-11-22
UTIL;0;san isidro tx2;5672;2018-11-22
UTIL;0;avenida de mayo tx2;5673;2018-11-22
UTIL;0;libreria windsor ;5674;2018-11-22
UTIL;0;urquiza tx2;5675;2018-11-22
UTIL;0;el jaguel tx2;5676;2018-11-22
UTIL;0;avellaneda tx2;5677;2018-11-22
UTIL;0;tapia escobar tx2;5678;2018-11-22
UTIL;275,88;independencia tx2;5683;2018-11-23
UTIL;275,88;independencia tx2;5684;2018-11-23
UTIL;0;lomas rosas;5689;2018-11-24
UTIL;0;independencia tx2;5690;2018-11-24
UTIL;0;moreno mitre tx2;5691;2018-11-24
UTIL;0;vicente jose tx2;5692;2018-11-24
UTIL;0;mitre san martin tx2;5694;2018-11-25
UTIL;0;avellaneda 3431;5695;2018-11-26
UTIL;0;avellaneda 1961;5696;2018-11-26
UTIL;0;juan mansilla tx2;5697;2018-11-26
UTIL;0;8000 tx2;5698;2018-11-26
UTIL;0;asamblea tx2;5699;2018-11-26
UTIL;0;santa fe tx2;5700;2018-11-26
UTIL;0;santa fe 3480;5701;2018-11-26
UTIL;0;illia arieta tx2;5703;2018-11-26
UTIL;0;josecpaz tx2;5704;2018-11-27
UTIL;471,0528000000001;lanuperon tx2;5705;2018-11-28
UTIL;0;eduardo rivadavia;5717;2018-11-28
UTIL;0;riva 7579 tx2;5718;2018-11-28
UTIL;0;illia murguiondo;5719;2018-11-28
UTIL;0;jose maria moreno tx2;5720;2018-11-28
UTIL;0;acoyte tx2;5721;2018-11-28
UTIL;0;mitre san martin tx2;5731;2018-11-29
UTIL;0;santos tx2;5732;2018-11-29
UTIL;0;linazca tx2;5733;2018-11-29
UTIL;0;san luisa tx2;5734;2018-11-29
UTIL;0;luisa tx2;5735;2018-11-29
UTIL;0;lynmartin tx2;5736;2018-11-29
UTIL;0;constituyentes tx2;5737;2018-11-29
UTIL;0;kimi tx2;5738;2018-11-29
UTIL;258,91200000000003;castillo tx2;5739;2018-11-30
UTIL;1321,2400000000002;martelo tx2;5743;2018-11-30
UTIL;0;ruta 23 tx2;5751;2018-11-30
UTIL;0;castillo tx2;5753;2018-11-30
UTIL;0;peron 3513 tx2;5754;2018-11-30
UTIL;0;lafeluro tx2;5755;2018-11-30
UTIL;0;beiro 4285 tx2;5757;2018-12-03
UTIL;0;congreso tx2;5758;2018-12-03
UTIL;0;cordoba tx2;5759;2018-12-03
UTIL;0;rivadavia 2379 tx2;5760;2018-12-03
UTIL;0;chacarita tx2;5761;2018-12-03
UTIL;0;jose maria moreno tx2;5762;2018-12-03
UTIL;0;ruta 23 tx2;5763;2018-12-03
UTIL;0;santa fe tx2;5764;2018-12-03
UTIL;0;estrada tx2;5765;2018-12-04
UTIL;0;mercedes tx2;5766;2018-12-04
UTIL;0;corrientes 2 tx2;5767;2018-12-04
UTIL;0;florida-martin tx2;5769;2018-12-04
UTIL;0;gaona tx2;5770;2018-12-04
UTIL;0;lavalle tx2;5771;2018-12-04
UTIL;107712,42;NULL;5785;2018-12-05
UTIL;95050,22600000002;NULL;5786;2018-12-05
UTIL;0;noi tx2;5787;2018-12-05
UTIL;167458,99200000003;NULL;5788;2018-12-05
UTIL;75231,89280000002;NULL;5789;2018-12-05
UTIL;51103,591199999995;NULL;5790;2018-12-05
UTIL;63,64340000000001;beccar tx2;5791;2018-12-05
UTIL;0;podesta tx2;5809;2018-12-05
UTIL;0;beccar tx2;5810;2018-12-05
UTIL;0;big store;5811;2018-12-05
UTIL;0;lomas yrigoyen;5817;2018-12-06
UTIL;0;san wilde tx2;5818;2018-12-06
UTIL;0;galicia tx2;5819;2018-12-06
UTIL;0;forest 581 tx2;5820;2018-12-08
UTIL;0;franco 5827;5821;2018-12-08
UTIL;0;olavarria tx2;5822;2018-12-08
UTIL;0;alberdi tx2;5823;2018-12-08
UTIL;0;CASA CAMI;5824;2018-12-09
UTIL;0;martin triunvirato;5825;2018-12-10
UTIL;0;maipu 24 tx2;5826;2018-12-10
UTIL;0;lopez tx2;5827;2018-12-10
UTIL;0;boedolomas tx2;5828;2018-12-10
UTIL;0;centenario 234 tx2;5829;2018-12-10
UTIL;471,0528000000001;alsina tx2;5834;2018-12-11
UTIL;0;mitre avellaneda tx2;5841;2018-12-11
UTIL;0;xeng tx2;5842;2018-12-11
UTIL;-3629,5820000000003;NULL;5843;2018-12-12
UTIL;0;nico lomas tx2;5844;2018-12-12
UTIL;0;25 avellaneda tx2;5845;2018-12-12
UTIL;0;san jose tx2;5846;2018-12-12
UTIL;0;pellegrini rodriguez;5847;2018-12-12
UTIL;0;mitre san martin tx2;5848;2018-12-12
UTIL;0;3 de febrero tx2;5849;2018-12-12
UTIL;6393,84;marquez tx2;5850;2018-12-13
UTIL;123,33120000000001;3 de febrero tx2;5851;2018-12-13
UTIL;173,21699999999998;castillo tx2;5864;2018-12-13
UTIL;123,33120000000001;3 de febrero tx2;5870;2018-12-13
UTIL;0;alsina tx2;5871;2018-12-13
UTIL;0;castillo tx2;5872;2018-12-13
UTIL;0;tapia escobar tx2;5873;2018-12-13
UTIL;0;lafenacional;5874;2018-12-13
UTIL;0;illia french;5881;2018-12-15
UTIL;0;illia santamarina;5882;2018-12-15
UTIL;0;casares tx2;5883;2018-12-15
UTIL;0;martin merlo;5885;2018-12-15
UTIL;0;merlo libertador;5886;2018-12-15
UTIL;0;soler tx2;5887;2018-12-15
UTIL;0;marquez tx2;5888;2018-12-16
UTIL;0;maipu yerbal tx2;5889;2018-12-16
UTIL;0;rolon tx2;5890;2018-12-16
UTIL;0;mosconi tx2;5891;2018-12-17
UTIL;0;liniers tx2;5892;2018-12-17
UTIL;0;pacheco tx2;5900;2018-12-18
UTIL;1697,5440000000003;cordoba tx2;5902;2018-12-18
UTIL;0;nazca 2968 tx2;5920;2018-12-18
UTIL;0;kimi tx2;5921;2018-12-18
UTIL;0;laferrere tx2;5922;2018-12-18
UTIL;0;lafenacional;5923;2018-12-18
UTIL;0;catan tx2;5924;2018-12-18
UTIL;0;martin merlo;5925;2018-12-18
UTIL;0;merlo libertador;5926;2018-12-18
UTIL;0;soler tx2;5927;2018-12-18
UTIL;0;casares tx2;5928;2018-12-18
UTIL;0;illia french;5929;2018-12-18
UTIL;0;illia santamarina;5930;2018-12-18
UTIL;91678,23360000005;NULL;5942;2018-12-19
UTIL;90278,43840000001;NULL;5943;2018-12-19
UTIL;99493,3392;NULL;5944;2018-12-19
UTIL;21070,843200000007;NULL;5945;2018-12-19
UTIL;59027,992000000006;NULL;5946;2018-12-19
UTIL;58096,09439999998;NULL;5947;2018-12-19
UTIL;62547,37400000002;NULL;5948;2018-12-19
UTIL;0;peron 3513 tx2;5950;2018-12-19
UTIL;0;munro mitre tx2;5951;2018-12-19
UTIL;0;avenida de mayo tx2;5952;2018-12-19
UTIL;0;moreno tx2;5953;2018-12-19
UTIL;0;moreno mitre tx2;5954;2018-12-19
UTIL;0;rodriguez tx2;5955;2018-12-19
UTIL;0;lujan tx2;5956;2018-12-19
UTIL;0;urquiza tx2;5957;2018-12-19
UTIL;0;beiro 4285 tx2;5958;2018-12-19
UTIL;0;martin solano;5959;2018-12-20
UTIL;0;solano tx2;5960;2018-12-20
UTIL;0;españa tx2;5961;2018-12-20
UTIL;0;bocuzzi tx2;5962;2018-12-20
UTIL;0;pellegrini rodriguez;5963;2018-12-20
UTIL;0;vergara tx2;5964;2018-12-20
UTIL;0;jauretche tx2;5965;2018-12-20
UTIL;0;caseros crovara tx2;5966;2018-12-20
UTIL;0;santos tx2;5967;2018-12-20
UTIL;0;lynmartin tx2;5968;2018-12-20
UTIL;0;asamblea tx2;5970;2018-12-21
UTIL;0;solano tx2;5971;2018-12-21
UTIL;0;rivadavia tx2;5972;2018-12-21
UTIL;0;alsina tx2;5973;2018-12-25
UTIL;0;beiro 4285 tx2;5975;2018-12-25
UTIL;0;yerbal cabildo tx2;5976;2018-12-26
UTIL;0;galicia tx2;5978;2018-12-26
UTIL;0;belgrano tx2;5980;2018-12-26
UTIL;0;lalee tx2;5981;2018-12-26
UTIL;0;lanus tx2;5982;2018-12-26
UTIL;0;lanuperon tx2;5983;2018-12-26
UTIL;0;laoeste tx2;5984;2018-12-26
UTIL;0;beccar tx2;5985;2018-12-26
UTIL;40002,6;NULL;6002;2018-12-27
UTIL;0;san wilde tx2;6004;2018-12-27
UTIL;0;cordoba tx2;6005;2018-12-27
UTIL;0;san martin tx2;6007;2018-12-27
UTIL;0;mitre san martin tx2;6008;2018-12-27
UTIL;0;jose maria moreno tx2;6009;2018-12-27
UTIL;0;3 de febrero tx2;6010;2018-12-27
UTIL;0;marcos paz tx2;6011;2018-12-28
UTIL;0;beccar tx2;6012;2018-12-28
UTIL;0;podesta tx2;6013;2018-12-28
UTIL;6515,35;podesta tx2;6014;2018-12-28
UTIL;0;LAS ROCAS;6032;2018-12-28
UTIL;0,00000000000022737367544323206;NULL;6035;2018-12-31
UTIL;65245,27880000001;NULL;6036;2018-12-31
UTIL;30394,598400000003;NULL;6037;2018-12-31
UTIL;834,7824;urquiza tx2;6070;2019-01-08
UTIL;880,1500000000001;mosconi tx2;6081;2019-01-08
UTIL;0;celina tx2;6083;2019-01-09
UTIL;0;herrera celina tx2;6084;2019-01-09
UTIL;0;castillo tx2;6085;2019-01-09
UTIL;0;santa fe 3480;6086;2019-01-09
UTIL;0;banfield tx2;6088;2019-01-09
UTIL;0;rodriguez tx2;6089;2019-01-09
UTIL;0;beiro 4285 tx2;6091;2019-01-09
UTIL;0;illia french;6092;2019-01-09
UTIL;0;mosconi tx2;6093;2019-01-09
UTIL;0;martin triunvirato;6094;2019-01-09
UTIL;0;santa fe tx2;6095;2019-01-09
UTIL;3604,2708000000002;boedolomas tx2;6097;2019-01-09
UTIL;3785,080000000001;solano tx2;6098;2019-01-09
UTIL;1997,0443999999998;jose maria moreno tx2;6111;2019-01-10
UTIL;-610,5312;NULL;6126;2019-01-10
UTIL;8879,8464;NULL;6127;2019-01-10
UTIL;-1479,9744;NULL;6128;2019-01-10
UTIL;8556,48;NULL;6129;2019-01-10
UTIL;0;peron 3513 tx2;6131;2019-01-11
UTIL;0;ciudadela tx2;6132;2019-01-11
UTIL;0;big store;6133;2019-01-13
UTIL;0;san isidro tx2;6134;2019-01-13
UTIL;0;beccar tx2;6135;2019-01-13
UTIL;0;lynmartin tx2;6136;2019-01-13
UTIL;0;martin triunvirato;6137;2019-01-14
UTIL;0;perfumeria triunvirato;6138;2019-01-14
UTIL;0;saladillo tx2;6154;2019-01-15
UTIL;0;gaona tx2;6155;2019-01-15
UTIL;0;cabildo 1757;6156;2019-01-15
UTIL;0;xeng tx2;6157;2019-01-15
UTIL;0;san moron tx2;6166;2019-01-15
UTIL;0;soler tx2;6167;2019-01-15
UTIL;0;lanuperon tx2;6168;2019-01-15
UTIL;0;belgrano tx2;6169;2019-01-15
UTIL;0;lynmartin tx2;6170;2019-01-15
UTIL;0;lanus tx2;6171;2019-01-15
UTIL;0;lujan tx2;6173;2019-01-15
UTIL;0;balbin miguel;6174;2019-01-16
UTIL;0;jhonny grand bourg tx2;6175;2019-01-16
UTIL;0;jose maria moreno tx2;6176;2019-01-16
UTIL;0;linazca tx2;6177;2019-01-16
UTIL;0;cuenca tz2;6178;2019-01-16
UTIL;0;lin tx2;6179;2019-01-16
UTIL;0;katinazca tx2;6180;2019-01-16
UTIL;0;gerardo tx2;6181;2019-01-17
UTIL;0;castillo tx2;6182;2019-01-17
UTIL;0;ciudadela tx2;6183;2019-01-17
UTIL;0;martin triunvirato;6184;2019-01-17
UTIL;0;santa fe 3480;6185;2019-01-17
UTIL;0;santa fe tx2;6186;2019-01-17
UTIL;0;xeng tx2;6187;2019-01-17
UTIL;0;cabildo 1757;6188;2019-01-17
UTIL;0;gaona tx2;6189;2019-01-17
UTIL;0;soler tx2;6190;2019-01-17
UTIL;0;san moron tx2;6191;2019-01-17
UTIL;0;mosconi tx2;6195;2019-01-17
UTIL;105730,18360000002;NULL;6198;2019-01-17
UTIL;99526,67760000004;NULL;6199;2019-01-17
UTIL;32147,683200000007;NULL;6200;2019-01-17
UTIL;0;moreno tx2;6201;2019-01-18
UTIL;0;moreno nemesio;6202;2019-01-18
UTIL;0;moreno mitre tx2;6203;2019-01-18
UTIL;0;peron 3513 tx2;6205;2019-01-18
UTIL;0;herrera celina tx2;6206;2019-01-18
UTIL;0;big store;6207;2019-01-18
UTIL;0;beccar tx2;6208;2019-01-18
UTIL;0;san isidro tx2;6209;2019-01-18
UTIL;0;laoeste tx2;6210;2019-01-19
UTIL;0;juan mansilla tx2;6211;2019-01-21
UTIL;0;avellaneda 3431;6212;2019-01-21
UTIL;0;avellaneda 1961;6213;2019-01-21
UTIL;0;beiro 4285 tx2;6214;2019-01-21
UTIL;0;lujan tx2;6215;2019-01-21
UTIL;0;laferrere tx2;6221;2019-01-22
UTIL;0;castillo tx2;6222;2019-01-22
UTIL;0;lucas castillo tx2;6223;2019-01-22
UTIL;0;rivadavia 18029;6224;2019-01-22
UTIL;0;moron belgrano tx2;6225;2019-01-22
UTIL;0;cuenca tz2;6226;2019-01-22
UTIL;0;tapiales tx2;6227;2019-01-23
UTIL;0;cordoba tx2;6228;2019-01-23
UTIL;0;moron belgrano tx2;6229;2019-01-23
UTIL;0;libreria origami;6230;2019-01-23
UTIL;0;maipu yerbal tx2;6231;2019-01-23
UTIL;0;lopez tx2;6232;2019-01-23
UTIL;0;maipu 62 tx2;6233;2019-01-23
UTIL;0;independencia tx2;6234;2019-01-23
UTIL;0;maipu 24 tx2;6235;2019-01-23
UTIL;0;calvo santa fe;6236;2019-01-24
UTIL;0;asamblea tx2;6237;2019-01-24
UTIL;0;murature tx2;6238;2019-01-24
UTIL;0;santos tx2;6240;2019-01-25
UTIL;0;hurlingham tx2;6241;2019-01-25
UTIL;0;caseros crovara tx2;6242;2019-01-25
UTIL;0;silvio serrano;6243;2019-01-25
UTIL;0;mitre avellaneda tx2;6244;2019-01-25
UTIL;0;avenida de mayo tx2;6245;2019-01-26
UTIL;0;martin 2521 tx2;6246;2019-01-26
UTIL;0;LAS ROCAS;6247;2019-01-26
UTIL;63823,33920000001;NULL;6248;2019-01-26
UTIL;84247,71440000003;NULL;6249;2019-01-26
UTIL;41815,1754;NULL;6250;2019-01-26
UTIL;254670,63400000005;NULL;6251;2019-01-26
UTIL;38265,940800000004;NULL;6252;2019-01-26
UTIL;0;alsina tx2;6253;2019-01-28
UTIL;0;pto lacroze;6254;2019-01-28
UTIL;0;campana merlo;6255;2019-01-28
UTIL;0;villegas 1872 tx2;6256;2019-01-29
UTIL;0;villegas tx2;6257;2019-01-29
UTIL;0;CASA CAMI;6258;2019-01-29
UTIL;0;diego santa fe;6259;2019-01-29
UTIL;0;veronica tx2;6260;2019-01-29
UTIL;0;tapiales tx2;6262;2019-01-29
UTIL;0;laferrere tx2;6263;2019-01-29
UTIL;0;laoeste tx2;6264;2019-01-29
UTIL;0;galicia tx2;6265;2019-01-29
UTIL;0;moreno tx2;6266;2019-01-29
UTIL;0;moreno nemesio;6267;2019-01-29
UTIL;0;beiro 4285 tx2;6268;2019-01-29
UTIL;0;calvo santa fe;6269;2019-01-29
UTIL;0;cuenca tz2;6270;2019-01-29
UTIL;0;mosconi tx2;6271;2019-01-29
UTIL;0;katinazca tx2;6272;2019-01-29
UTIL;0;linazca tx2;6273;2019-01-29
UTIL;0;lopez tx2;6274;2019-01-29
UTIL;0;maipu 24 tx2;6275;2019-01-29
UTIL;0;maipu yerbal tx2;6276;2019-01-29
UTIL;0;illia arieta tx2;6278;2019-01-30
UTIL;0;illia tx2;6279;2019-01-30
UTIL;0;mitre avellaneda tx2;6280;2019-01-31
UTIL;0;pto lacroze;6281;2019-01-31
UTIL;0;alberdi tx2;6282;2019-01-31
UTIL;0;peron 3513 tx2;6283;2019-01-31
UTIL;0;mitre 2230 tx2;6284;2019-01-31
UTIL;0;acoyte tx2;6285;2019-01-31
UTIL;0;munro mitre tx2;6286;2019-01-31
UTIL;0;cesar;6287;2019-02-01
UTIL;0;olivos tx2;6290;2019-02-01
UTIL;0;yerbal cabildo tx2;6291;2019-02-01
UTIL;0;carrillo tx2;6292;2019-02-01
UTIL;0;albarellos tx2;6293;2019-02-01
UTIL;331,36560000000003;moreno nemesio;6294;2019-02-01
UTIL;0;varela calzada tx2;6295;2019-02-03
UTIL;0;merlo tx2;6296;2019-02-03
UTIL;0;merlo moreno;6297;2019-02-03
UTIL;0;yrigoyen paz;6298;2019-02-04
UTIL;0;san wilde tx2;6299;2019-02-04
UTIL;0;avellaneda tx2;6300;2019-02-04
UTIL;0;mitre avellaneda tx2;6301;2019-02-04
UTIL;0;murature tx2;6302;2019-02-05
UTIL;0;maipu yerbal tx2;6303;2019-02-05
UTIL;0;san jose tx2;6336;2019-02-05
UTIL;0;lomas tx2;6337;2019-02-05
UTIL;0;calzada tx2;6338;2019-02-05
UTIL;0;bazar umi;6339;2019-02-05
UTIL;0;nico lomas tx2;6340;2019-02-05
UTIL;0;riva 7579 tx2;6341;2019-02-05
UTIL;0;eduardo rivadavia;6342;2019-02-05
UTIL;0;azul tx2;6351;2019-02-06
UTIL;0;belgrano tx2;6352;2019-02-06
UTIL;0;pellegrini rodriguez;6353;2019-02-06
UTIL;-19769,1666;NULL;6355;2019-02-07
UTIL;0;san arieta;6356;2019-02-07
UTIL;0;asamblea tx2;6357;2019-02-07
UTIL;0;pilar miguel tx2;6358;2019-02-07
UTIL;11115,618800000002;NULL;6359;2019-02-08
UTIL;455,35800000000006;mosconi tx2;6361;2019-02-09
UTIL;56555,4;NULL;6383;2019-02-09
UTIL;0;glew tx2;6385;2019-02-10
UTIL;0;florida-martin tx2;6387;2019-02-10
UTIL;0;tapia escobar tx2;6388;2019-02-10
UTIL;0;la terminal;6389;2019-02-10
UTIL;0;boedolomas tx2;6390;2019-02-10
UTIL;0;yrigoyen lanus;6391;2019-02-10
UTIL;0;nico lomas tx2;6392;2019-02-10
UTIL;0;lomas tx2;6393;2019-02-10
UTIL;0;san jose tx2;6394;2019-02-10
UTIL;0;calzada tx2;6395;2019-02-10
UTIL;0;varela calzada tx2;6396;2019-02-10
UTIL;0;riva 7579 tx2;6397;2019-02-10
UTIL;0;eduardo rivadavia;6398;2019-02-10
UTIL;0;josecpaz tx2;6399;2019-02-11
UTIL;0;saladillo tx2;6400;2019-02-11
UTIL;0;Libreria agustina;6401;2019-02-12
UTIL;0;lomas yrigoyen;6402;2019-02-12
UTIL;0;rivadavia 18029;6403;2019-02-12
UTIL;0;cesar;6404;2019-02-12
UTIL;0;martin triunvirato;6406;2019-02-12
UTIL;0;marcos paz tx2;6407;2019-02-12
UTIL;0;campana merlo;6408;2019-02-12
UTIL;0;saladillo tx2;6409;2019-02-12
UTIL;0;torcuato tx2;6432;2019-02-13
UTIL;0;wang tx2;6433;2019-02-13
UTIL;0;gaona tx2;6434;2019-02-13
UTIL;0;ciudadela tx2;6435;2019-02-13
UTIL;0;jose maria moreno tx2;6436;2019-02-13
UTIL;53994,28800000002;NULL;6438;2019-02-14
UTIL;161370,36080000002;NULL;6439;2019-02-14
UTIL;84485,05040000002;NULL;6440;2019-02-14
UTIL;100524,67200000004;NULL;6441;2019-02-14
UTIL;186476,77440000005;NULL;6442;2019-02-14
UTIL;64320,84;NULL;6443;2019-02-14
UTIL;32783,8968;NULL;6444;2019-02-14
UTIL;1083,2544;ciudadela tx2;6445;2019-02-14
UTIL;86,30400000000002;castillo tx2;6462;2019-02-14
UTIL;47141,44;NULL;6473;2019-02-14
UTIL;0;peron 3513 tx2;6481;2019-02-14
UTIL;0;san moron tx2;6482;2019-02-14
UTIL;0;laferrere tx2;6483;2019-02-14
UTIL;0;olavarria tx2;6484;2019-02-14
UTIL;0;castillo tx2;6485;2019-02-14
UTIL;0;san martin tx2;6487;2019-02-14
UTIL;0;mitre san martin tx2;6488;2019-02-14
UTIL;0;lynmartin tx2;6489;2019-02-14
UTIL;0;constituyentes tx2;6490;2019-02-14
UTIL;18245,8488;NULL;6491;2019-02-14
UTIL;0;lanuperon tx2;6498;2019-02-17
UTIL;0;arribeños tx2;6499;2019-02-17
UTIL;0;boedo cordoba tx2;6500;2019-02-17
UTIL;0;mitrecabildo tx2;6502;2019-02-17
UTIL;0;grand bourg tx2;6503;2019-02-17
UTIL;0;jhonny grand bourg tx2;6504;2019-02-17
UTIL;0;mitre avellaneda tx2;6505;2019-02-17
UTIL;0;mercedes tx2;6506;2019-02-18
UTIL;0;estrada tx2;6507;2019-02-18
UTIL;0;xeng tx2;6508;2019-02-18
UTIL;0;cordoba tx2;6509;2019-02-19
UTIL;0;rodriguez tx2;6510;2019-02-19
UTIL;0;vicente grande tx2;6518;2019-02-19
UTIL;0;vicente jose tx2;6519;2019-02-19
UTIL;0;illia santamarina;6520;2019-02-19
UTIL;0;marquez tx2;6521;2019-02-19
UTIL;21384;NULL;6522;2019-02-20
UTIL;880,44;peron 3513 tx2;6523;2019-02-20
UTIL;0;la matanza tx2;6532;2019-02-20
UTIL;0;crovara 1423 tx2;6533;2019-02-20
UTIL;0;no existe mas - crovara tx2;6534;2019-02-20
UTIL;381,0773999999999;yerbal cabildo tx2;6535;2019-02-21
UTIL;0;cesar;6542;2019-02-21
UTIL;0;yerbal cabildo tx2;6543;2019-02-21
UTIL;0;la terminal;6545;2019-02-21
UTIL;0;kimi tx2;6546;2019-02-21
UTIL;0;liniers tx2;6547;2019-02-21
UTIL;-4414,08;NULL;6556;2019-02-22
UTIL;24948;no existe mas - crovara tx2;6557;2019-02-23
UTIL;64679,81360000001;NULL;6558;2019-02-23
UTIL;191750,3084;NULL;6559;2019-02-23
UTIL;158853,1956;NULL;6560;2019-02-23
UTIL;0;carlos tx2;6562;2019-02-24
UTIL;0;alsina tx2;6563;2019-02-24
UTIL;0;soler tx2;6564;2019-02-24
UTIL;0;lafeluro tx2;6565;2019-02-24
UTIL;0;catan tx2;6566;2019-02-24
UTIL;0;libreria los primos;6567;2019-02-24
UTIL;0;velez sarsfield tx2;6588;2019-02-25
UTIL;0;mitre 2230 tx2;6589;2019-02-25
