ACTUAL;MONTO;CLIENTE;REMITO;FECHA
UTIL;0;no existe mas - alem grande tx2;2610;2018-03-07
UTIL;0;lomas tx2;2611;2018-03-07
UTIL;0;solano tx2;2612;2018-03-07
UTIL;0;merlo moreno;2621;2018-03-07
UTIL;0;merlo tx2;2622;2018-03-07
UTIL;4941,36;pablo alberdi tx2;2623;2018-03-08
UTIL;0;marcos paz tx2;2633;2018-03-08
UTIL;0;riva 7579 tx2;2638;2018-03-08
UTIL;0;san jose tx2;2641;2018-03-10
UTIL;0;bazar umi;2642;2018-03-10
UTIL;0;mercedes tx2;2643;2018-03-10
UTIL;2814,2586000000006;san luisa tx2;2645;2018-03-10
UTIL;0;martin triunvirato;2663;2018-03-11
UTIL;0;kimi tx2;2664;2018-03-11
UTIL;0;carlos calvo tx2;2665;2018-03-11
UTIL;0;liniers tx2;2666;2018-03-11
UTIL;0;mosconi tx2;2667;2018-03-11
UTIL;0;vicente grande tx2;2668;2018-03-11
UTIL;0;belgrano tx2;2687;2018-03-12
UTIL;0;alsina tx2;2689;2018-03-12
UTIL;0;pto lacroze;2690;2018-03-12
UTIL;0;varela calzada tx2;2691;2018-03-12
UTIL;550,6056;ruta 23 tx2;2692;2018-03-13
UTIL;0;luisa tx2;2701;2018-03-13
UTIL;0;moreno tx2;2702;2018-03-13
UTIL;0;mitre san martin tx2;2704;2018-03-13
UTIL;0;carrillo tx2;2706;2018-03-13
UTIL;0;estrada tx2;2708;2018-03-13
UTIL;0;san martin tx2;2709;2018-03-13
UTIL;0;lynmartin tx2;2710;2018-03-13
UTIL;0;los incas tx2;2712;2018-03-14
UTIL;0;santa fe tx2;2713;2018-03-14
UTIL;0;santos tx2;2714;2018-03-14
UTIL;7276,5408;NULL;2721;2018-03-14
UTIL;-7145,600000000001;NULL;2722;2018-03-14
UTIL;64210,176000000036;NULL;2723;2018-03-14
UTIL;81177,8208;NULL;2724;2018-03-14
UTIL;63865,2384;NULL;2725;2018-03-14
UTIL;28952,8344;NULL;2726;2018-03-14
UTIL;75315,24;NULL;2727;2018-03-14
UTIL;0;san moron tx2;2729;2018-03-14
UTIL;0;moreno nemesio;2730;2018-03-14
UTIL;0;moron belgrano tx2;2731;2018-03-14
UTIL;0;vergara tx2;2732;2018-03-14
UTIL;0;gaona tx2;2734;2018-03-14
UTIL;0;san isidro tx2;2735;2018-03-15
UTIL;0;avellaneda 1961;2736;2018-03-15
UTIL;0;cesar;2737;2018-03-15
UTIL;0;choy tx2;2738;2018-03-15
UTIL;0;acoyte tx2;2739;2018-03-16
UTIL;0;medrano tx2;2740;2018-03-16
UTIL;0;josecpaz tx2;2741;2018-03-16
UTIL;0;yrigoyen paz;2742;2018-03-16
UTIL;0;casares tx2;2743;2018-03-16
UTIL;0;corrientes 2 tx2;2744;2018-03-16
UTIL;0;multiprecio tx2;2745;2018-03-16
UTIL;0;avellaneda 3431;2755;2018-03-18
UTIL;0;san wilde tx2;2756;2018-03-18
UTIL;0;mitre avellaneda tx2;2757;2018-03-18
UTIL;0;avellaneda tx2;2758;2018-03-18
UTIL;0;25 avellaneda tx2;2759;2018-03-18
UTIL;0;gustavo lomas tx2;2771;2018-03-19
UTIL;0;3638 tx2;2772;2018-03-19
UTIL;0;no existe mas - centenario uruguayo;2773;2018-03-19
UTIL;0;urquiza tx2;2774;2018-03-19
UTIL;0;san martin tx2;2775;2018-03-19
UTIL;0;mosconi tx2;2777;2018-03-19
UTIL;0;mosconi belgrano tx2;2778;2018-03-20
UTIL;0;cuenca tz2;2779;2018-03-20
UTIL;0;rivadavia tx2;2780;2018-03-20
UTIL;0;chacarita tx2;2781;2018-03-20
UTIL;0;3 de febrero tx2;2782;2018-03-20
UTIL;0;lujan tx2;2783;2018-03-20
UTIL;0;laferrere tx2;2786;2018-03-20
UTIL;0;soler tx2;2787;2018-03-20
UTIL;0;monroe tx2;2788;2018-03-20
UTIL;1041,0072;rivadavia tx2;2798;2018-03-20
UTIL;4941,36;rosas tx2;2799;2018-03-20
UTIL;0;lopez tx2;2807;2018-03-21
UTIL;0;avenida de mayo tx2;2808;2018-03-21
UTIL;0;xeng tx2;2809;2018-03-21
UTIL;0;suarez tx2;2810;2018-03-21
UTIL;0;balbin tx2;2811;2018-03-21
UTIL;0;moreno tx2;2812;2018-03-21
UTIL;0;3638 tx2;2813;2018-03-21
UTIL;0;multiprecio tx2;2814;2018-03-21
UTIL;0;acoyte tx2;2815;2018-03-22
UTIL;0;arieta 3127 tx2;2816;2018-03-22
UTIL;0;maipu 24 tx2;2817;2018-03-22
UTIL;0;liniers tx2;2818;2018-03-22
UTIL;0;vareva tx2;2819;2018-03-22
UTIL;0;cobo tx2;2821;2018-03-22
UTIL;0;cesar;2823;2018-03-22
UTIL;2545,7360000000003;castillo tx2;2825;2018-03-23
UTIL;142077,5424;NULL;2837;2018-03-23
UTIL;74338,2288;NULL;2838;2018-03-23
UTIL;23206,240800000007;NULL;2839;2018-03-23
UTIL;35429,137599999995;NULL;2840;2018-03-23
UTIL;99925,79880000002;NULL;2841;2018-03-23
UTIL;79858,48320000002;NULL;2842;2018-03-23
UTIL;0;marcos paz tx2;2844;2018-03-24
UTIL;0;forest 581 tx2;2845;2018-03-24
UTIL;0;veronica tx2;2846;2018-03-24
UTIL;0;beiro 4285 tx2;2848;2018-03-25
UTIL;0;beccar tx2;2849;2018-03-25
UTIL;0;beccar tx2;2850;2018-03-25
UTIL;0;lafenacional;2867;2018-03-26
UTIL;0;lalee tx2;2868;2018-03-26
UTIL;0;quilmes yrigoyen tx2;2869;2018-03-27
UTIL;289,2576;carlos calvo tx2;2881;2018-03-28
UTIL;0;peron 3513 tx2;2889;2018-03-28
UTIL;0;ciudadela tx2;2890;2018-03-28
UTIL;0;moron tx2;2891;2018-03-28
UTIL;0;lynmartin tx2;2892;2018-03-28
UTIL;30404,32;NULL;2893;2018-03-29
UTIL;0;acoyte tx2;2894;2018-03-29
UTIL;0;laoeste tx2;2911;2018-04-01
UTIL;0;julieta lanus tx2;2912;2018-04-01
UTIL;0;glew tx2;2913;2018-04-01
UTIL;0;calzada tx2;2914;2018-04-01
UTIL;0;castillo tx2;2915;2018-04-01
UTIL;0;lucas castillo tx2;2916;2018-04-01
UTIL;0;rivadavia 18029;2917;2018-04-01
UTIL;0;estrada tx2;2918;2018-04-01
UTIL;0;carrillo tx2;2919;2018-04-01
UTIL;0;mitre san martin tx2;2920;2018-04-01
UTIL;960,9324;solano tx2;2922;2018-04-03
UTIL;1125,0144000000003;beccar tx2;2934;2018-04-03
UTIL;0;larrea arrecifes;2938;2018-04-03
UTIL;0;alberdi tx2;2939;2018-04-03
UTIL;0;franco 5827;2940;2018-04-03
UTIL;0;yerbal cabildo tx2;2941;2018-04-03
UTIL;0;lanus tx2;2942;2018-04-04
UTIL;0;pilar miguel tx2;2943;2018-04-04
UTIL;0;mosconi tx2;2944;2018-04-04
UTIL;0;rawson tx2;2945;2018-04-04
UTIL;0;olivos tx2;2946;2018-04-05
UTIL;0;beiro 4285 tx2;2947;2018-04-05
UTIL;0;castillo tx2;2948;2018-04-05
UTIL;0;beccar tx2;2949;2018-04-05
UTIL;0;ciudadela tx2;2950;2018-04-05
UTIL;0;moron tx2;2951;2018-04-05
UTIL;0;lucas castillo tx2;2952;2018-04-05
UTIL;0;eva san juan tx2;2953;2018-04-05
UTIL;354,5366000000001;rivadavia tx2;2956;2018-04-05
UTIL;431,52000000000004;choy tx2;2967;2018-04-06
UTIL;0;martin triunvirato;2983;2018-04-08
UTIL;0;belgrano tx2;2984;2018-04-08
UTIL;0;mitre avellaneda tx2;2985;2018-04-08
UTIL;0;alsina tx2;2986;2018-04-08
UTIL;0;mercedes tx2;2987;2018-04-08
UTIL;0;25 avellaneda tx2;2989;2018-04-08
UTIL;0;luis lavalle tx2;2990;2018-04-08
UTIL;0;bingocrovara tx2;2991;2018-04-09
UTIL;0;crovara 1423 tx2;2992;2018-04-09
UTIL;0;martelo tx2;2993;2018-04-09
UTIL;834,7824;gaona tx2;2995;2018-04-09
UTIL;0;achupallas tx2;3008;2018-04-09
UTIL;74434,58139999998;NULL;3009;2018-04-10
UTIL;0;gaona tx2;3030;2018-04-10
UTIL;0;corrientes 2 tx2;3031;2018-04-10
UTIL;0;diego santa fe;3033;2018-04-10
UTIL;0;escalada tx2;3034;2018-04-10
UTIL;0;perfumeria triunvirato;3035;2018-04-10
UTIL;0;cabildo 1757;3036;2018-04-10
UTIL;0;la terminal;3037;2018-04-10
UTIL;0;cesar;3038;2018-04-11
UTIL;0;libreria stockler;3039;2018-04-11
UTIL;3877,549400000001;NULL;3041;2018-04-11
UTIL;356,63040000000007;arieta 3127 tx2;3043;2018-04-11
UTIL;36627,371199999994;NULL;3057;2018-04-12
UTIL;94185,57360000002;NULL;3058;2018-04-12
UTIL;68352,76800000004;NULL;3059;2018-04-12
UTIL;11793,024000000003;NULL;3060;2018-04-12
UTIL;41647,87440000001;NULL;3061;2018-04-12
UTIL;162797,184;NULL;3062;2018-04-12
UTIL;51799,103999999985;NULL;3063;2018-04-12
UTIL;0;rivadavia tx2;3064;2018-04-12
UTIL;0;moreno tx2;3065;2018-04-12
UTIL;0;ballester tx2;3066;2018-04-12
UTIL;0;santos tx2;3067;2018-04-12
UTIL;0;caseros crovara tx2;3068;2018-04-12
UTIL;0;caseros tx2;3069;2018-04-12
UTIL;0;cuenca tz2;3070;2018-04-12
UTIL;0;vergara tx2;3077;2018-04-15
UTIL;0;no existe mas - cordoba 2566;3078;2018-04-15
UTIL;0;pueyrredon tx2;3079;2018-04-15
UTIL;0;lomas rosas;3080;2018-04-15
UTIL;0;ramos tx2;3081;2018-04-15
UTIL;0;lujan tx2;3082;2018-04-15
UTIL;0;avellaneda tx2;3083;2018-04-15
UTIL;6144,844800000001;NULL;3084;2018-04-15
UTIL;0;liniers tx2;3085;2018-04-15
UTIL;0;lynmartin tx2;3086;2018-04-15
UTIL;0;3 de febrero tx2;3087;2018-04-15
UTIL;0;kimi tx2;3088;2018-04-15
UTIL;0;laferrere tx2;3089;2018-04-15
UTIL;0;catan tx2;3090;2018-04-15
UTIL;0;rawson tx2;3102;2018-04-16
UTIL;0;mitre san martin tx2;3103;2018-04-16
UTIL;0;pacheco tx2;3104;2018-04-16
UTIL;0;jauretche tx2;3105;2018-04-16
UTIL;0;escobar tx2;3106;2018-04-16
UTIL;0;marcos paz tx2;3107;2018-04-16
UTIL;0;soler tx2;3108;2018-04-16
UTIL;0;casares tx2;3109;2018-04-16
UTIL;0;rodriguez tx2;3110;2018-04-16
UTIL;-1699,2840000000006;castillo tx2;3122;2018-04-17
UTIL;-36453,0522;merlo tx2;3123;2018-04-17
UTIL;0;podesta tx2;3124;2018-04-17
UTIL;0;LAS ROCAS;3125;2018-04-17
UTIL;0;LAS ROCAS;3126;2018-04-17
UTIL;0;cesar;3127;2018-04-17
UTIL;0;carrillo tx2;3135;2018-04-18
UTIL;0;gaona tx2;3136;2018-04-18
UTIL;0;tapiales tx2;3137;2018-04-18
UTIL;31090,459199999998;NULL;3138;2018-04-18
UTIL;24901,905600000006;NULL;3139;2018-04-18
UTIL;36814,6416;NULL;3140;2018-04-18
UTIL;160146,34620000006;NULL;3141;2018-04-18
UTIL;100324,22400000005;NULL;3142;2018-04-18
UTIL;38592,50400000001;NULL;3143;2018-04-18
UTIL;-10208,000000000002;NULL;3144;2018-04-18
UTIL;0;independencia tx2;3150;2018-04-19
UTIL;0;suarez tx2;3151;2018-04-19
UTIL;0;gerardo tx2;3152;2018-04-19
UTIL;0;lafeluro tx2;3153;2018-04-19
UTIL;0;lafenacional;3154;2018-04-19
UTIL;0;mosconi tx2;3155;2018-04-19
UTIL;0;CASA CAMI;3156;2018-04-19
UTIL;0;marquez tx2;3162;2018-04-19
UTIL;0;estrada tx2;3164;2018-04-19
UTIL;2950,2570000000005;gaona tx2;3165;2018-04-20
UTIL;3054,8832;corrientes 2 tx2;3166;2018-04-20
UTIL;0;navarro las heras;3175;2018-04-22
UTIL;0;navarro tx2;3176;2018-04-22
UTIL;0;mitre avellaneda tx2;3177;2018-04-23
UTIL;0;alsina tx2;3179;2018-04-23
UTIL;-377,92800000000005;achupallas tx2;3180;2018-04-23
UTIL;-2951,8462;bingocrovara tx2;3181;2018-04-23
UTIL;0;martelo tx2;3183;2018-04-23
UTIL;0;galicia tx2;3190;2018-04-23
UTIL;0;choy tx2;3191;2018-04-23
UTIL;0;lynmartin tx2;3192;2018-04-23
UTIL;0;san martin tx2;3193;2018-04-23
UTIL;0;lavalle gaona;3194;2018-04-23
UTIL;41106,119999999995;NULL;3195;2018-04-23
UTIL;-12507,816000000003;ruta 23 tx2;3196;2018-04-23
UTIL;-8645,653999999997;nestor tx2;3197;2018-04-23
UTIL;0;balbin tx2;3198;2018-04-24
UTIL;0;pilar miguel tx2;3199;2018-04-24
UTIL;0;silvio serrano;3200;2018-04-24
UTIL;0;calvo santa fe;3202;2018-04-24
UTIL;0;libreria origami;3203;2018-04-24
UTIL;0;quilmes yrigoyen tx2;3204;2018-04-24
UTIL;0;pueyrredon tx2;3205;2018-04-24
UTIL;0;rivadavia tx2;3206;2018-04-24
UTIL;-1104,8652000000002;liniers tx2;3207;2018-04-24
UTIL;0;no existe mas - cordoba 2566;3208;2018-04-24
UTIL;0;katinazca tx2;3218;2018-04-25
UTIL;0;alsina tx2;3219;2018-04-25
UTIL;0;belgrano tx2;3220;2018-04-25
UTIL;0;mitre avellaneda tx2;3221;2018-04-25
UTIL;5308,792200000001;NULL;3227;2018-04-26
UTIL;15081,026600000001;NULL;3228;2018-04-26
UTIL;0;san isidro tx2;3230;2018-04-26
UTIL;0;lanus tx2;3231;2018-04-26
UTIL;1140,7498000000003;rivadavia tx2;3232;2018-04-26
UTIL;5616,540200000001;NULL;3236;2018-04-27
UTIL;1042,3180000000002;ramos tx2;3237;2018-04-27
UTIL;0;mitre san martin tx2;3248;2018-04-29
UTIL;0;jose maria moreno tx2;3249;2018-04-29
UTIL;0;yerbal cabildo tx2;3250;2018-04-29
UTIL;0;mitrecabildo tx2;3251;2018-04-29
UTIL;0;martelo tx2;3252;2018-04-29
UTIL;0;gaona tx2;3253;2018-04-29
UTIL;0;ort tx2;3259;2018-05-01
UTIL;0;claypole tx2;3260;2018-05-01
UTIL;0;santos tx2;3261;2018-05-01
UTIL;0;achupallas tx2;3264;2018-05-02
UTIL;0;bingocrovara tx2;3265;2018-05-02
UTIL;0;castillo tx2;3266;2018-05-02
UTIL;0;liniers tx2;3267;2018-05-02
UTIL;0;merlo tx2;3268;2018-05-02
UTIL;0;nestor tx2;3269;2018-05-02
UTIL;0;ruta 23 tx2;3270;2018-05-02
UTIL;0;mosconi tx2;3280;2018-05-02
UTIL;0;san wilde tx2;3281;2018-05-02
UTIL;0;laoeste tx2;3283;2018-05-03
UTIL;0;varela calzada tx2;3284;2018-05-03
UTIL;0;independencia tx2;3285;2018-05-03
UTIL;0;escobar tx2;3286;2018-05-03
UTIL;0;pacheco tx2;3288;2018-05-03
UTIL;0;venado tuerto tx2;3299;2018-05-03
UTIL;5103,3330000000005;NULL;3300;2018-05-04
UTIL;2851,5120000000006;NULL;3302;2018-05-04
UTIL;251,95200000000006;laferrere tx2;3303;2018-05-04
UTIL;0;moreno tx2;3311;2018-05-05
UTIL;0;luisa tx2;3312;2018-05-05
UTIL;0;san luisa tx2;3313;2018-05-05
UTIL;0;beccar tx2;3314;2018-05-05
UTIL;78710,94;NULL;3315;2018-05-05
UTIL;16525,8;NULL;3316;2018-05-05
UTIL;22041,90239999999;NULL;3317;2018-05-05
UTIL;143764,30420000004;NULL;3318;2018-05-05
UTIL;106397,79840000003;NULL;3319;2018-05-05
UTIL;58792,80200000002;NULL;3320;2018-05-05
UTIL;0;podesta tx2;3324;2018-05-07
UTIL;0;cuenca tz2;3329;2018-05-07
UTIL;0;hurlingham tx2;3330;2018-05-07
UTIL;3779,280000000001;NULL;3331;2018-05-08
UTIL;0;gaona tx2;3333;2018-05-08
UTIL;0;los incas tx2;3334;2018-05-08
UTIL;0;choy tx2;3335;2018-05-08
UTIL;0;ciudadela tx2;3336;2018-05-08
UTIL;0;mercedes tx2;3338;2018-05-09
UTIL;0;lomas tx2;3339;2018-05-09
UTIL;0;avellaneda tx2;3341;2018-05-09
UTIL;0;kimi tx2;3342;2018-05-09
UTIL;0;franco 5827;3343;2018-05-09
UTIL;0;san jose tx2;3344;2018-05-10
UTIL;0;lalee tx2;3345;2018-05-10
UTIL;0;castillo tx2;3346;2018-05-10
UTIL;0;parana - jazmin house;3347;2018-05-10
UTIL;0;martin merlo;3348;2018-05-10
UTIL;433,8864000000001;rivadavia tx2;3349;2018-05-11
UTIL;544,2720000000002;podesta tx2;3356;2018-05-11
UTIL;0;albarellos tx2;3361;2018-05-12
UTIL;0;torcuato tx2;3362;2018-05-12
UTIL;0;cordoba tx2;3364;2018-05-12
UTIL;0;noi tx2;3365;2018-05-13
UTIL;0;bingocrovara tx2;3366;2018-05-13
UTIL;0;liniers tx2;3367;2018-05-13
UTIL;0;avellaneda 3431;3368;2018-05-13
UTIL;0;yrigoyen paz;3369;2018-05-13
UTIL;0;moron tx2;3370;2018-05-13
UTIL;0;gaona tx2;3371;2018-05-13
UTIL;0;soler tx2;3373;2018-05-14
UTIL;0;la terminal;3374;2018-05-14
UTIL;0;claypole tx2;3375;2018-05-14
UTIL;0;san arieta;3385;2018-05-15
UTIL;0;josecpaz tx2;3386;2018-05-16
UTIL;0;cesar;3387;2018-05-16
UTIL;0;san wilde tx2;3388;2018-05-16
UTIL;90856,39680000003;NULL;3389;2018-05-17
UTIL;63345,32640000001;NULL;3390;2018-05-17
UTIL;42044,8032;NULL;3391;2018-05-17
UTIL;78910,47899999999;NULL;3392;2018-05-17
UTIL;73797,59920000001;NULL;3393;2018-05-17
UTIL;482,09600000000006;bingocrovara tx2;3399;2018-05-17
UTIL;0;mosconi tx2;3414;2018-05-17
UTIL;0;bingocrovara tx2;3415;2018-05-17
UTIL;0;martin triunvirato;3416;2018-05-17
UTIL;0;rivadavia tx2;3417;2018-05-17
UTIL;0;juan cesar;3418;2018-05-17
UTIL;254,57360000000003;claypole tx2;3419;2018-05-19
UTIL;0;gaona tx2;3431;2018-05-20
UTIL;0;lomas rosas;3432;2018-05-20
UTIL;0;beiro 4285 tx2;3433;2018-05-20
UTIL;0;chacarita tx2;3435;2018-05-20
UTIL;0;avenida de mayo tx2;3436;2018-05-20
UTIL;0;maipu yerbal tx2;3437;2018-05-20
UTIL;0;lujan tx2;3451;2018-05-21
UTIL;0;peron 3513 tx2;3452;2018-05-21
UTIL;0;3 de febrero tx2;3453;2018-05-21
UTIL;0;LAS ROCAS;3454;2018-05-21
UTIL;0;marcos paz tx2;3460;2018-05-21
UTIL;0;palomar;3461;2018-05-21
UTIL;471,0528000000001;galicia tx2;3465;2018-05-21
UTIL;0;alberdi tx2;3474;2018-05-21
UTIL;0;laferrere tx2;3476;2018-05-21
UTIL;0;big store;3486;2018-05-21
UTIL;0;lopez tx2;3488;2018-05-21
UTIL;0;xeng tx2;3489;2018-05-21
UTIL;0;maipu 24 tx2;3491;2018-05-21
UTIL;0;estrada santa fe tx2;3492;2018-05-21
UTIL;0;belgrano tx2;3493;2018-05-22
UTIL;0;banfield tx2;3494;2018-05-22
UTIL;0;lynmartin tx2;3495;2018-05-22
UTIL;0;gaona tx2;3496;2018-05-22
UTIL;0;rodriguez tx2;3497;2018-05-22
UTIL;0;moreno tx2;3498;2018-05-22
UTIL;61245,36;NULL;3504;2018-05-23
UTIL;0;quilmes yrigoyen tx2;3505;2018-05-23
UTIL;0;mitre avellaneda tx2;3506;2018-05-23
UTIL;0;alsina tx2;3507;2018-05-23
UTIL;0;yrigoyen paz;3515;2018-05-25
UTIL;0;san fernando tx2;3516;2018-05-25
UTIL;0;san isidro tx2;3517;2018-05-25
UTIL;0;diego santa fe;3518;2018-05-25
UTIL;0;avellaneda 1961;3519;2018-05-25
UTIL;0;juan mansilla tx2;3520;2018-05-25
UTIL;0;moreno nemesio;3521;2018-05-25
UTIL;0;lafeluro tx2;3522;2018-05-25
UTIL;0;lafenacional;3523;2018-05-25
UTIL;0;beccar tx2;3524;2018-05-25
UTIL;0;urquiza tx2;3526;2018-05-26
UTIL;0;nico lomas tx2;3527;2018-05-26
UTIL;0;florida-martin tx2;3549;2018-05-28
UTIL;0;independencia tx2;3550;2018-05-28
UTIL;0;suarez tx2;3551;2018-05-28
UTIL;0;boedolomas tx2;3552;2018-05-28
UTIL;0;rodriguez tx2;3553;2018-05-28
UTIL;0;cesar;3554;2018-05-28
UTIL;0;lomas yrigoyen;3556;2018-05-28
UTIL;25268,349600000005;NULL;3557;2018-05-28
UTIL;1986,384;NULL;3558;2018-05-28
UTIL;0;CASA CAMI;3559;2018-05-28
UTIL;0;cesar;3560;2018-05-29
UTIL;369,9936;gaona tx2;3561;2018-05-30
UTIL;294,16440000000006;noi tx2;3562;2018-05-30
UTIL;0;laoeste tx2;3573;2018-05-30
UTIL;0;casares tx2;3574;2018-05-30
UTIL;0;san moron tx2;3575;2018-05-30
UTIL;0;soler tx2;3576;2018-05-30
UTIL;0;yerbal cabildo tx2;3581;2018-05-30
UTIL;0;los incas tx2;3582;2018-05-30
UTIL;0;ciudadela tx2;3583;2018-05-30
UTIL;0;pto lacroze;3584;2018-05-30
UTIL;0;cuenca tz2;3585;2018-05-30
UTIL;0;pilar miguel tx2;3586;2018-05-30
UTIL;0;forest 581 tx2;3587;2018-05-30
UTIL;0;beiro 4285 tx2;3588;2018-05-30
UTIL;0;linazca tx2;3589;2018-05-31
UTIL;0;LAS ROCAS;3590;2018-05-31
UTIL;0;maipu 24 tx2;3611;2018-05-31
UTIL;0;banfield tx2;3612;2018-05-31
UTIL;0;boedolomas tx2;3614;2018-05-31
UTIL;0;moron tx2;3615;2018-05-31
UTIL;0;donato tx2;3616;2018-05-31
UTIL;0;lynmartin tx2;3626;2018-06-02
UTIL;0;independencia tx2;3627;2018-06-02
UTIL;0;luis lavalle tx2;3628;2018-06-02
UTIL;0;illia tx2;3629;2018-06-02
UTIL;0;arieta 3127 tx2;3630;2018-06-02
UTIL;0;san justo tx2;3631;2018-06-02
UTIL;0;yrigoyen lanus;3632;2018-06-02
UTIL;0;rodriguez tx2;3633;2018-06-02
UTIL;0;tapiales tx2;3634;2018-06-02
UTIL;0;san pedro tx2;3635;2018-06-03
UTIL;0;silvio serrano;3643;2018-06-04
UTIL;0;santos tx2;3644;2018-06-04
UTIL;0;murguiondo tx2;3645;2018-06-04
UTIL;0;gaona tx2;3646;2018-06-05
UTIL;0;gaona tx2;3647;2018-06-05
UTIL;0;diaz velez 4480;3648;2018-06-05
UTIL;0;alsina tx2;3649;2018-06-05
UTIL;0;merlo libertador;3650;2018-06-05
UTIL;0;lanus tx2;3651;2018-06-05
UTIL;0;julieta lanus tx2;3652;2018-06-05
UTIL;0;lalee tx2;3653;2018-06-05
UTIL;0;nico lomas tx2;3671;2018-06-06
UTIL;0;caseros tx2;3672;2018-06-06
UTIL;0;san martin tx2;3673;2018-06-07
UTIL;0;mitre san martin tx2;3674;2018-06-07
UTIL;0;rivadavia 18029;3675;2018-06-07
UTIL;0;pasteur tx2;3676;2018-06-07
UTIL;0;nazca 2968 tx2;3677;2018-06-07
UTIL;0;3 de febrero tx2;3678;2018-06-07
UTIL;0;rolon tx2;3679;2018-06-07
UTIL;986,6496000000001;san pedro tx2;3681;2018-06-07
UTIL;56294,417199999996;NULL;3684;2018-06-08
UTIL;144204,27480000007;NULL;3685;2018-06-08
UTIL;12102,048000000003;NULL;3686;2018-06-08
UTIL;41243,51000000001;NULL;3687;2018-06-08
UTIL;0;medrano tx2;3703;2018-06-10
UTIL;0;rivadavia 2379 tx2;3704;2018-06-10
UTIL;0;pueyrredon tx2;3705;2018-06-10
UTIL;0;lomas rosas;3706;2018-06-10
UTIL;0;franco 5827;3707;2018-06-10
UTIL;0;calvo santa fe;3708;2018-06-10
UTIL;0;boedo cordoba tx2;3709;2018-06-10
UTIL;0;enrique santamarina tx2;3710;2018-06-10
UTIL;0;suarez tx2;3712;2018-06-10
UTIL;0;asamblea tx2;3724;2018-06-11
UTIL;0;cabildo 1757;3726;2018-06-11
UTIL;0;glew tx2;3727;2018-06-11
UTIL;0;belgrano tx2;3746;2018-06-12
UTIL;0;mitre avellaneda tx2;3747;2018-06-12
UTIL;0;alsina tx2;3748;2018-06-12
UTIL;0;peron 3513 tx2;3749;2018-06-12
UTIL;0;parque chas tx2;3751;2018-06-12
UTIL;94497,46860000001;NULL;3753;2018-06-12
UTIL;104646,26800000001;NULL;3754;2018-06-12
UTIL;97354,25280000002;NULL;3755;2018-06-12
UTIL;95376,08160000002;NULL;3761;2018-06-12
UTIL;3831,0624000000007;NULL;3762;2018-06-12
UTIL;58458,849600000016;NULL;3763;2018-06-12
UTIL;23679,590399999994;NULL;3764;2018-06-12
UTIL;0;lavalle gaona;3765;2018-06-13
UTIL;0;cobo tx2;3766;2018-06-13
UTIL;0;arribeños tx2;3767;2018-06-13
UTIL;0;entre rios tx2;3768;2018-06-13
UTIL;0;san wilde tx2;3770;2018-06-14
UTIL;0;galicia tx2;3771;2018-06-14
UTIL;0;beccar tx2;3772;2018-06-14
UTIL;0;yrigoyen paz;3773;2018-06-14
UTIL;1156,0850000000003;san fernando tx2;3776;2018-06-14
UTIL;0;santos tx2;3784;2018-06-15
UTIL;83315,76;NULL;3785;2018-06-14
UTIL;0;jhonny grand bourg tx2;3786;2018-06-15
UTIL;0;libreria stockler;3787;2018-06-15
UTIL;0;big store;3788;2018-06-15
UTIL;0;jauretche tx2;3790;2018-06-15
UTIL;0;vergara tx2;3791;2018-06-15
UTIL;0;caseros crovara tx2;3792;2018-06-15
UTIL;0;la terminal;3793;2018-06-15
UTIL;0;suarez tx2;3794;2018-06-17
UTIL;0;kimi tx2;3803;2018-06-17
UTIL;2126,976;moron tx2;3804;2018-06-18
UTIL;0;lanus tx2;3815;2018-06-18
UTIL;0;moron tx2;3816;2018-06-18
UTIL;0;san moron tx2;3817;2018-06-18
UTIL;0;moreno tx2;3830;2018-06-18
UTIL;551,76;nico lomas tx2;3841;2018-06-19
UTIL;0;pasteur tx2;3842;2018-06-19
UTIL;0;nico lomas tx2;3843;2018-06-19
UTIL;0;bingocrovara tx2;3844;2018-06-19
UTIL;0;velez sarsfield tx2;3845;2018-06-20
UTIL;0;rivadavia 18029;3850;2018-06-20
UTIL;0;martin triunvirato;3851;2018-06-20
UTIL;0;nestor tx2;3852;2018-06-20
UTIL;0;rodriguez tx2;3853;2018-06-20
UTIL;0;urquiza tx2;3854;2018-06-20
UTIL;86,30400000000002;san justo tx2;3856;2018-06-20
UTIL;113211,40640000002;NULL;3873;2018-06-21
UTIL;43181,556800000006;NULL;3874;2018-06-21
UTIL;0;martelo tx2;3875;2018-06-21
UTIL;0;crovara 1423 tx2;3876;2018-06-21
UTIL;0;martin 2521 tx2;3877;2018-06-21
UTIL;0;independencia tx2;3878;2018-06-21
UTIL;0;avenida de mayo tx2;3879;2018-06-21
UTIL;219464,85440000004;NULL;3880;2018-06-21
UTIL;0;maipu yerbal tx2;3881;2018-06-21
UTIL;0;lanuperon tx2;3882;2018-06-21
UTIL;0;corrientes 2 tx2;3883;2018-06-21
UTIL;0;cesar;3884;2018-06-21
UTIL;0;torcuato tx2;3885;2018-06-21
UTIL;0;catan tx2;3886;2018-06-21
UTIL;0;yerbal cabildo tx2;3897;2018-06-23
UTIL;0;mercedes tx2;3898;2018-06-23
UTIL;0;luisa tx2;3899;2018-06-23
UTIL;0;laferrere tx2;3900;2018-06-23
UTIL;4302,1152;NULL;3901;2018-06-25
